row	japanese	english	status	reference_game	source	note
173	みかわしの指輪	Dodge ring	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
174	はね返しの指輪	Deflection ring	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
175	指輪175	Ring 175	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists. Reserved/debug/object rows retain their identity; no promise of ordinary obtainable-item use.
176	まがりの指輪	Cornering ring	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
177	紙一重の指輪	Paper-thin ring	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
178	へた投げの指輪	Poor throw ring	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
179	ワナあての指輪	Trap-seeker ring	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
180	ファイターリング	Fighter ring	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
181	ふしぎ投げの指輪	Wild throw ring	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
182	指輪182	Ring 182	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists. Reserved/debug/object rows retain their identity; no promise of ordinary obtainable-item use.
183	投げ名人の指輪	Master throw ring	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
184	しにがみの指輪	Mean spirit ring	project_compound_using_official_term	Dragon Quest II HD-2D Remake	https://dragon-quest.org/wiki/Mean_spirit	Project item compound using the exact Japanese series term(s): Mean spirit. The whole item name is not claimed to be an official localization.
186	ハラ守りの指輪	Bellyguard ring	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
187	うけながしの指輪	Parrying ring	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
188	石像よけの指輪	Statue ward ring	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
189	よび189	Reserved 189	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists. Reserved/debug/object rows retain their identity; no promise of ordinary obtainable-item use.
190	シャナクの巻物	Sheen scroll	project_compound_using_official_term	Dragon Quest III HD-2D Remake	https://dragon-quest.org/wiki/Sheen	Project item compound using the exact Japanese series term(s): Sheen. The whole item name is not claimed to be an official localization.
191	インパスの巻物	Peep scroll	project_compound_using_official_term	Dragon Quest III HD-2D Remake	https://dragon-quest.org/wiki/Peep	Project item compound using the exact Japanese series term(s): Peep. The whole item name is not claimed to be an official localization.
192	イオの巻物	Bang scroll	project_compound_using_official_term	Dragon Quest XI	https://dragon-quest.org/wiki/Bang	Project item compound using the exact Japanese series term(s): Bang. The whole item name is not claimed to be an official localization.
193	くちなしの巻物	Mouthseal scroll	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
194	リレミトの巻物	Evac scroll	project_compound_using_official_term	Dragon Quest XI	https://dragon-quest.org/wiki/Evac	Project item compound using the exact Japanese series term(s): Evac. The whole item name is not claimed to be an official localization.
195	ワナの巻物	Trap scroll	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
196	大部屋の巻物	Great room scroll	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
197	モンスターの巻物	Monster scroll	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
198	白紙の巻物	Blank scroll	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
199	バイキルトの巻物	Oomphle scroll	project_compound_using_official_term	Dragon Quest XI	https://dragon-quest.org/wiki/Oomphle	Project item compound using the exact Japanese series term(s): Oomphle. The whole item name is not claimed to be an official localization.
200	スカラの巻物	Buff scroll	project_compound_using_official_term	Dragon Quest XI	https://dragon-quest.org/wiki/Buff	Project item compound using the exact Japanese series term(s): Buff. The whole item name is not claimed to be an official localization.
201	メッキの巻物	Plating scroll	provisional_torneko2_fallback	Torneko: The Last Hope, PlayStation English release	https://gamefaqs.gamespot.com/ps/374986-torneko-the-last-hope/faqs/11107	Guide lists Plating in scrolls; category word expanded. Keep Torneko 3 weapon-deterioration wording.
202	すごろく	T'n'T board	project_compound_using_official_term	Dragon Quest V DS	https://dragon-quest.org/w/index.php?mobileaction=toggle_view_desktop&title=T%27n%27T_ticket	Adapts DQ V T'n'T terminology for the sugoroku board. Project adaptation, not an established official name for this T3 item.
203	拾えずの巻物	No-pickup scroll	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
204	聖域の巻物	Sanctuary scroll	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
205	千里眼の巻物	Item sight scroll	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
206	パンの巻物	Bread scroll	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
207	祈りの巻物	Prayer scroll	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
208	たからの地図	Treasure map	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
209	パルプンテの巻物	Hocus Pocus scroll	project_compound_using_official_term	Dragon Quest III HD-2D Remake	https://dragon-quest.org/wiki/Hocus_Pocus	Project item compound using the exact Japanese series term(s): Hocus Pocus. The whole item name is not claimed to be an official localization.
210	レミーラの巻物	Glow scroll	project_compound_using_official_term	Dragon Quest I Mobile / Switch	https://dragon-quest.org/wiki/Glow	Project item compound using the exact Japanese series term(s): Glow. The whole item name is not claimed to be an official localization.
211	かなしばりの巻物	Binding scroll	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
212	らくがき帳	Sketchbook	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
213	銀のたてごとの巻物	Lyre of Ire scroll	project_compound_using_official_term	Dragon Quest I / II HD-2D Remake	https://dragon-quest.org/wiki/Lyre_of_Ire	Lyre of Ire names the harp; the whole scroll label is a project compound.
214	地獄耳の巻物	Foe sight scroll	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
215	トラマナの巻物	Safe Passage scroll	project_compound_using_official_term	Dragon Quest III HD-2D Remake	https://dragon-quest.org/wiki/Safe_Passage	Project item compound using the exact Japanese series term(s): Safe Passage. The whole item name is not claimed to be an official localization.
216	大風の巻物	Gale scroll	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
217	まものしばりの巻物	Monster bind scroll	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
218	ルカナンの巻物	Kasap scroll	project_compound_using_official_term	Dragon Quest XI	https://dragon-quest.org/wiki/Kasap	Project item compound using the exact Japanese series term(s): Kasap. The whole item name is not claimed to be an official localization.
219	はりつけの巻物	Rooting scroll	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
220	ひきよせの巻物	Pulling scroll	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
221	変身の巻物	Transform scroll	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
222	黄金の紙切れ	Golden scrap	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
223	ザオラルの巻物	Zing scroll	project_compound_using_official_term	Dragon Quest XI	https://dragon-quest.org/wiki/Zing	Project item compound using the exact Japanese series term(s): Zing. The whole item name is not claimed to be an official localization.
224	白紙だった巻物	Spoiled blank scroll	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
225	まものいそぎの巻物	Monster haste scroll	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
226	バクスイの巻物	Deep sleep scroll	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
227	パワーアップの巻物	Power-up scroll	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
228	すてみの巻物	Reckless scroll	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
229	メダパニの巻物	Fuddle scroll	project_compound_using_official_term	Dragon Quest XI	https://dragon-quest.org/wiki/Fuddle	Project item compound using the exact Japanese series term(s): Fuddle. The whole item name is not claimed to be an official localization.
230	ニフラムの巻物	Poof scroll	project_compound_using_official_term	Dragon Quest XI	https://dragon-quest.org/wiki/Poof	Project item compound using the exact Japanese series term(s): Poof. The whole item name is not claimed to be an official localization.
231	うしろむきの巻物	Look-back scroll	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
232	チキンの巻物	Chicken scroll	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
233	ワナけしの巻物	Trap erase scroll	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
234	壺強化の巻物	Pot fortify scroll	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
235	中部屋の巻物	Medium room scroll	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
236	ベホマラーの巻物	Multiheal scroll	project_compound_using_official_term	Dragon Quest XI	https://dragon-quest.org/wiki/Multiheal	Project item compound using the exact Japanese series term(s): Multiheal. The whole item name is not claimed to be an official localization.
237	ダイバクハツの巻物	Big blast scroll	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
238	ふはつの巻物	Dud scroll	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
239	水がれの巻物	Drought scroll	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
240	ワナ作動の巻物	Trap trigger scroll	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
241	炎上の巻物	Blaze scroll	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
242	氷結の巻物	Freeze scroll	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
243	時限爆弾の巻物	Time bomb scroll	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
244	聖城の巻物	Holy castle scroll	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
245	砂柱の巻物	Sand pillar scroll	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
246	巻物のきれはし	Scroll scrap	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
247	保存の壺	Storage pot	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
248	インパスの壺	Peep pot	project_compound_using_official_term	Dragon Quest III HD-2D Remake	https://dragon-quest.org/wiki/Peep	Project item compound using the exact Japanese series term(s): Peep. The whole item name is not claimed to be an official localization.
249	回復の壺	Recovery pot	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
250	まものの壺	Monster pot	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
251	へんげの壺	Shapeshift pot	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
252	合成の壺	Synthesis pot	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
253	すいこみの壺	Suction pot	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
254	火薬壺	Gunpowder pot	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
255	われにくい壺	Sturdy pot	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
256	うそつきの壺	Liar pot	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
257	黄金の壺	Golden pot	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
258	倉庫の壺	Warehouse pot	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
259	魔法の宝石箱	Magic jewel box	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
260	父のとっくり	Father's flask	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
261	とじこめの壺	Trapping pot	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
262	item262	item262	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists. Reserved/debug/object rows retain their identity; no promise of ordinary obtainable-item use.
263	大砲の壺	Cannon pot	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
264	水がめ	Water jar	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
265	呪いの壺	Cursed pot	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
266	祝福の壺	Blessing pot	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
267	ワープの壺	Warp pot	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
268	ふつうの壺	Plain pot	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
269	形見の壺	Keepsake pot	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
270	草の神の壺	Herb god pot	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
271	壺271	Pot 271	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists. Reserved/debug/object rows retain their identity; no promise of ordinary obtainable-item use.
272	壺272	Pot 272	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists. Reserved/debug/object rows retain their identity; no promise of ordinary obtainable-item use.
273	薬草	Medicinal herb	modern_official_name_secondary_evidence	Dragon Quest XI	https://dq11.org/en/items/Medicinal%20Herb_itd.html	Keep Torneko 3 drinking/throwing and undead exception, without importing XI restoration amounts.
274	弟切草	Healing herb	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
275	めぐすり草	Eyedrop herb	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
276	世界樹の葉	Yggdrasil leaf	modern_official_name_secondary_evidence	Dragon Quest XI	https://dragon-quest.org/wiki/Yggdrasil_leaf	Exact Japanese item identity, allowing documented kana/kanji spelling differences. Torneko 3 effects come only from its original text.
277	めつぶし草	Blinding herb	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
278	ふこうのたね	Misfortune seed	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
279	バーサーカーのたね	Berserker seed	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
280	まどわし草	Fright herb	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
281	命の草	Life herb	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists. Do not substitute another item with a similar English meaning: こうらの盾 is not カメのこうら armour; 毒けしの指輪 is not 破毒のリング; 命の草 is not いのちのきのみ.
282	胃拡張のたね	Big belly seed	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
283	胃縮小のたね	Small belly seed	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
284	すばやさのたね	Seed of agility	modern_official_name_secondary_evidence	Dragon Quest XI	https://dragon-quest.org/wiki/Seed_of_agility	Exact Japanese item identity, allowing documented kana/kanji spelling differences. Torneko 3 effects come only from its original text.
285	ちからのたね	Seed of strength	modern_official_name_secondary_evidence	Dragon Quest XI	https://dragon-quest.org/wiki/Seed_of_strength	Exact Japanese item identity, allowing documented kana/kanji spelling differences. Torneko 3 effects come only from its original text.
286	毒けし草	Antidotal herb	modern_official_name_secondary_evidence	Dragon Quest XI	https://dragon-quest.org/wiki/Antidotal_herb	Exact Japanese item identity, allowing documented kana/kanji spelling differences. Torneko 3 effects come only from its original text.
287	毒草	Poison herb	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
288	メダパニ草	Fuddle herb	project_compound_using_official_term	Dragon Quest XI	https://dragon-quest.org/wiki/Fuddle	Project item compound using the exact Japanese series term(s): Fuddle. The whole item name is not claimed to be an official localization.
289	ラリホー草	Snooze herb	project_compound_using_official_term	Dragon Quest XI	https://dragon-quest.org/wiki/Snooze	Project item compound using the exact Japanese series term(s): Snooze. The whole item name is not claimed to be an official localization.
290	雑草	Weed	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
291	ルーラ草	Zoom herb	project_compound_using_official_term	Dragon Quest XI	https://dragon-quest.org/wiki/Zoom	Project item compound using the exact Japanese series term(s): Zoom. The whole item name is not claimed to be an official localization.
292	火炎草	Flame herb	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
293	胃下垂のたね	Leaky belly seed	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
294	しあわせのたね	Seed of growth	modern_official_name_secondary_inferred_identity	Dragon Quest Monsters: The Dark Prince; Dragon Quest Monsters: The Dark Prince	https://game8.co/games/DQM-Dark-Prince/archives/439321; https://game8.jp/dqm3/580794	Seed of growth chosen from paired Japanese/English Dark Prince references; not the fan-game Seed of experience. Matching effect alone is corroboration, not primary bilingual proof.
295	目覚まし草	Wakeful herb	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
296	黄金の草	Golden herb	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
297	かなしばりのたね	Binding seed	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
298	踊り草	Dancing herb	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
299	鉄化のたね	Ironform seed	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
300	でたらめ草	Nonsense herb	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
301	しんぴの草	Mystic herb	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
302	あやしい葉っぱ	Strange leaf	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
303	草ぶえ	Leaf whistle	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
304	パン	Bread	provisional_torneko2_fallback	Torneko: The Last Hope, PlayStation English release	https://gamefaqs.gamespot.com/ps/374986-torneko-the-last-hope/faqs/11107	Retained dungeon-game food term; only Torneko 3 determines its fullness effect.
305	大きなパン	Big bread	provisional_torneko2_fallback	Torneko: The Last Hope, PlayStation English release	https://gamefaqs.gamespot.com/ps/374986-torneko-the-last-hope/faqs/11107	Retained with project sentence case.
306	くさったパン	Rotten bread	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
307	きょだいなパン	Giant bread	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
308	魔法のパン	Magic bread	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
309	くさりきったパン	Putrid bread	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
310	黄金のパン	Golden bread	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
311	オニオンブレッド	Onion bread	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
312	キャラメルパン	Caramel bread	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
313	遠投の石像	Longthrow statue	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
314	レミーラの石像	Glow statue	project_compound_using_official_term	Dragon Quest I Mobile / Switch	https://dragon-quest.org/wiki/Glow	Project item compound using the exact Japanese series term(s): Glow. The whole item name is not claimed to be an official localization.
315	身代わりの石像	Decoy statue	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
316	１０ダメージの石像	10-damage statue	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
317	パンの石像	Bread statue	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
318	ゴールドの石像	Gold statue	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
319	メガンテの石像	Kamikazee statue	project_compound_using_official_term	Dragon Quest XI	https://dragon-quest.org/wiki/Kamikazee	Project item compound using the exact Japanese series term(s): Kamikazee. The whole item name is not claimed to be an official localization.
320	投げ効果の石像	Throw effect statue	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
321	マホトーンの石像	Fizzle statue	project_compound_using_official_term	Dragon Quest XI	https://dragon-quest.org/wiki/Fizzle	Project item compound using the exact Japanese series term(s): Fizzle. The whole item name is not claimed to be an official localization.
322	転びの石像	Tripping statue	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
323	インパスの石像	Peep statue	project_compound_using_official_term	Dragon Quest III HD-2D Remake	https://dragon-quest.org/wiki/Peep	Project item compound using the exact Japanese series term(s): Peep. The whole item name is not claimed to be an official localization.
324	変化の石像	Shapeshift statue	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
325	ふきとばしの石像	Knockback statue	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
326	火炎の石像	Flame statue	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
327	岩とばしの石像	Rock-throw statue	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
328	爆発の石像	Explosion statue	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
329	ルーラの石像	Zoom statue	project_compound_using_official_term	Dragon Quest XI	https://dragon-quest.org/wiki/Zoom	Project item compound using the exact Japanese series term(s): Zoom. The whole item name is not claimed to be an official localization.
330	踊りの石像	Dance statue	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
331	ラリホーの石像	Snooze statue	project_compound_using_official_term	Dragon Quest XI	https://dragon-quest.org/wiki/Snooze	Project item compound using the exact Japanese series term(s): Snooze. The whole item name is not claimed to be an official localization.
332	重力の石像	Gravity statue	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
333	ビッグモアイの石像	Big Moai statue	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
334	場所替えの石像	Swap statue	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
335	ワナ増殖の石像	Trap growth statue	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
336	スポットの石像	Spotlight statue	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
337	すいとりの石像	Siphon statue	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
338	ワナ壊しの石像	Trap breaker statue	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
339	sekizo339	sekizo339	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists. Reserved/debug/object rows retain their identity; no promise of ordinary obtainable-item use.
340	石像340	Statue 340	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists. Reserved/debug/object rows retain their identity; no promise of ordinary obtainable-item use.
341	ゴールド	Gold	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
342	ミミック	Mimic	modern_official_name_secondary_evidence	Dragon Quest XI; Dragon Quest XI: Echoes of an Elusive Age	https://dragon-quest.org/wiki/Mimic; https://wiki.etherealgames.com/dq11/bestiary/	Keep separate from Cannibox (ひとくいばこ). This pass translates only the species-name table.
343	炎	Flame	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
344	ちいさなメダル	Mini medal	modern_official_name_secondary_evidence	Dragon Quest XI	https://dragon-quest.org/w/index.php?title=Mini_medals	Exact Japanese item identity, allowing documented kana/kanji spelling differences. Torneko 3 effects come only from its original text.
345	水	Water	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
346	鉄金庫ボツ	Iron safe (unused)	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
347	カギ	Key	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
348	アレ	That thing	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
349	お墓	Grave	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists.
350	鉄球	Iron ball	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists. Reserved/debug/object rows retain their identity; no promise of ordinary obtainable-item use.
351	氷の息	Ice breath	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists. Reserved/debug/object rows retain their identity; no promise of ordinary obtainable-item use.
