id	family	japanese	full_english	display	glossary_references	wording_status	notes
tutorial.001b6b06	message	$m0の ムーンサルト攻撃！	$m0 uses Harvest Moon!		series_harvest_moon	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6b1e	message	$m0は 炎の息を吐いた！	$m0 breathed fire!			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6b30	message	$m0は 氷の息を吐いた！	$m0 breathed ice!			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6b42	message	$m0は モンスターを呼んだ！	$m0 called for monsters!			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6b5a	message	$m0はメダパニを唱えた。	$m0 casts Fuddle.		series_fuddle	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6b84	message	$i0が防御力を下げた！	$i0 lowered Defence!		defence	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6b98	message	$i0が弾き飛ばされた。	$i0 was knocked away.			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6baa	message	$i0を弾き飛ばした。	Knocked away $i0.			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6bba	message	空振りしたので弾き飛ばされなかった。	The attack missed. Nothing was knocked away.			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6bd5	message	空振りしたので弾き飛ばさなかった。	The attack missed. Nothing was knocked away.			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6bef	message	弾き飛ばされるものがなかった。	There was nothing to knock away.			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6c05	message	弾き飛ばすものがなかった。	There was nothing to knock away.			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6c19	message	$m0の装備弾き攻撃！	$m0 tries to knock equipment away!		interface.action.027	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6c2b	message	$m0のアイテム弾き攻撃！	$m0 tries to knock items away!			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6c41	message	$m0のアイテム弾き攻撃！	$m0 tries to knock items away!			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6c57	message	$m0は 凍りついた。	$m0 froze solid.			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6c65	message	$tは指輪によって凍らずにすんだ。	The ring kept $t from freezing.			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6c7e	message	$m0は 凍らずにすんだ。	$m0 avoided freezing.			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6c90	message	$m1は 透明になった！	$m1 turned invisible!			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6ca1	message	$m1は すでに透明だ。	$m1 is already invisible.			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6cb3	message	$m1は 透明状態になったが<CR>いまの$tには見える。	$m1 turned invisible, but $t can still see it.			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6cd6	message	$m0と<CR>$m1が入れ替わった。	$m0 and<LF>$m1 swapped places.			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6cec	message	$m0は 場所替えされない！	$m0 cannot be swapped!			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6cff	message	$m0は 場所替えされない！	$m0 cannot be swapped!			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6d12	message	$m0は 転んだ！	$m0 tripped!			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6d1f	message	$m0は転んだ！	$m0 tripped!			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6d2b	message	$m0は眠っていて転ばない！	$m0 is asleep and cannot trip!			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6d3f	message	$m0は 転ばなかった！	$m0 did not trip!			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6d50	message	$m0は 杖のおかげで転ばなかった！	The staff kept<LF>$m0 from tripping!			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6d6a	message	しかし 分裂できなかった。	But it could not split.			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6d7d	message	$m0は$d0ダメージ受けた。	$m0 took $d0 damage.			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6d93	message	$m1は$d0ダメージ受けた。	$m1 took $d0 damage.			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6da9	message	$m1のHPが 1/4になった！	$m1's HP fell to a quarter!		hp	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6dbd	message	$m1のHPが かなり減った！	$m1 lost a great deal of HP!		hp	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6dd1	message	誰にも効果がなかった。	It had no effect on anyone.			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6de3	message	$tは ミミックに変化できなかった。	$t could not turn into a Mimic.		enemy.mimic	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6dff	message	$m0は④きとうしの杖を振った！	$m0 waved a Shaman staff!		combined_item_086,enemy_shaman	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6e15	message	$m0は④ピオリムの杖を振った！	$m0 waved an Acceleratle staff!		combined_item_073,series_acceleratle	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6e2f	message	$m0は④ようじゅつしの杖を振った！	$m0 waved a Sorcerer staff!		combined_item_087,enemy_sorcerer	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6e49	message	$m0は④ピオリムの杖を振った！	$m0 waved an Acceleratle staff!		combined_item_073,series_acceleratle	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6e63	message	$m0は④イカリの杖を振った！	$m0 waved a Rage staff!		combined_item_098	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6e7b	message	$m1は 怒りに燃えた。	$m1 flew into a rage.			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6e8b	message	$m1は封印されているので<CR>怒りを感じない。	$m1 is sealed and cannot feel rage.		mechanic.sealed	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6ea9	message	$m1は すでに怒りにみちている！	$m1 is already enraged!			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6ebe	message	痛みわけのモンスターに威力が伝わった！	The monster sharing the pain took damage too!			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6ede	message	痛みわけの仲間に威力が伝わった！	The ally sharing the pain took damage too!			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6ef8	message	$m1は $tの痛みを<CR>感じるようになった！	$m1 now shares<LF>$t's pain!			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6f14	message	しかし 何も起こらなかった。	But nothing happened.			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6f27	message	$m0は 呪いの言葉を吐いた！	$m0 uttered a curse!			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6f3c	message	$m0は モンスターを呼んだ！	$m0 called for monsters!			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6f54	message	$i0は呪われた！	$i0 was cursed!			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6f60	message	$m1は 呪われずにすんだ。	$m1 avoided the curse.			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6f73	message	$tは 呪われるものがなかった！	$t had nothing that could be cursed!			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6f88	message	$tは 指輪のちからで呪いを防いだ！	$t's ring prevented the curse!			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6fa2	message	$i0は 呪われない。	$i0 cannot be cursed.			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6fb0	message	$m0は<CR>不思議な言葉を吐いた！	$m0 uttered strange words!			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6fc8	message	$i0の回数が０になった。	$i0's uses fell to 0.			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6fdc	message	しかし 何も起こらなかった。	But nothing happened.			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b6fef	message	$m0は お墓をよみがえらせた！	$m0 revived a grave!		combined_item_349	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7003	message	しかし 復活できなかった。	But it could not be revived.			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7016	message	$m0は くさった液を吐いた！	$m0 spat rotten fluid!			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b702a	message	$i0は 傷まずにすんだ。	$i0 did not deteriorate.			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b703c	message	$i0は 装備している<CR>指輪の効果で傷まずにすんだ。	The equipped ring kept<LF>$i0 from deteriorating.		interface.action.027	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7062	message	$i0は 傷んでしまった。	$i0 deteriorated.			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7074	message	$i0は もう傷まない。	$i0 cannot deteriorate further.			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7083	message	$i0は 傷まない。	$i0 cannot deteriorate.			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7090	message	しかし 何も起こらなかった。	But nothing happened.			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b70a3	message	$m1の攻撃力が弱くなった。	$m1's Attack fell.		interface.action.005	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b70b9	message	これ以上 攻撃力は弱まらない。	Attack cannot fall any further.		interface.action.005	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b70d0	effect	なし	None		combined_item_000,interface.action.002,interface.action.003,interface.action.004	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b70d3	effect	武器傷みよけ	Wearproof weapon		help.wearproof_seal	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b70dd	effect	炎系ダメージ大	Fire-type damage up		fire_type	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b70ec	effect	必中攻撃	Unerring attacks		interface.action.005	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b70f5	effect	会心確率UP	Critical chance up			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7100	effect	会心確率大幅UP	Critical chance way up			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b710f	effect	３方向攻撃	Three-way attack		interface.action.005	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b711a	effect	ゾンビ系ダメージ大	Undead damage up		undead	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b712d	effect	人形系ダメージ大	Material damage up			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b713e	effect	悪魔系ダメージ大	Demon damage up			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b714f	effect	浮遊系ダメージ大	Floating damage up			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7160	effect	炎系ダメージ特大	Fire-type damage way up		fire_type	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7171	effect	壁掘れるが壊れる	Dig walls; may break			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b717e	effect	連続攻撃	Repeated attacks		interface.action.005	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7187	effect	攻撃時HP回復	Attacks restore HP		hp,interface.action.005	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7194	effect	８方向攻撃	Eight-way attack		interface.action.005	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b719f	effect	アイテム落とす	Item drops			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b71ac	effect	壊れる	Breakable			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b71b1	effect	壊れない	Unbreakable			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b71b7	effect	ライフドレイン	Life drain		combined_item_026	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b71c6	effect	封	Seal			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage. Opaque short Japanese label retained conservatively; no inferred mechanics.
tutorial.001b71c9	effect	攻撃後１マス下がる	Step back after attack		interface.action.005	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b71db	effect	アイテム弾き	Knock items away			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b71e7	effect	さきぼそり	Fading		combined_item_039	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b71ee	effect	アイテム ワナ壊せる	Break items and traps		interface.action.008	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7200	effect	空振りためて会心	Misses build criticals			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b720d	effect	爆弾系ダメージ大	Bomb-type damage up			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b721e	effect	ルカナン攻撃	Kasap attacks		interface.action.005,series_kasap	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b722b	effect	水系ダメージ大	Aquatic damage up			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b723a	effect	ゴールド落とす	Gold drops		combined_item_341	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7247	effect	パン落とす	Bread drops		bread	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7250	effect	2マスつきぬけて攻撃	Pierce two squares			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b725f	effect	透明な生物ダメージ大	Invisible foe damage up			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7273	effect	攻撃はね返し	Reflect attacks		interface.action.005	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b727d	effect	爆発ダメージ軽減	Reduce blast damage			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b728e	effect	印	Mark			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage. Opaque short Japanese label retained conservatively; no inferred mechanics.
tutorial.001b7291	effect	ハラヘリ早い	Faster hunger			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b729d	effect	盾傷みよけ	Wearproof shield		help.wearproof_seal	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b72a5	effect	水の上を歩ける	Walk on water		combined_item_345	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b72b0	effect	値切り	Haggling			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b72b6	effect	HP回復早＆ハラヘリ早	Faster healing and hunger			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b72cb	effect	傷み防止	Wearproof		help.wearproof_seal	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b72d3	effect	会心確率増	Critical chance up			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b72de	effect	痛恨攻撃受確率UP	Take more brutal blows			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b72ef	effect	呪い攻撃無効化	Curse attack immunity		interface.action.005	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b72fd	effect	遠投	Long throws			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7302	effect	ダメージ経験値化	Damage becomes XP			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7313	effect	アイテム落とす	Item drops			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7320	effect	透視	Farsight		combined_item_143	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
