id	japanese	full_english	glossary_references	notes
journey.00b861cc	＊「では　立ち去るがええ。	"???: ""Off you go, then."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b861e8	＊「では　またな。<LF><TAB>ぐうぐう……。	"???: ""Until next time. Zzz..."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b8620c	＊「むむ　わがままなヤツじゃのう。<LF><TAB>なにを　聞きたいんだね？	"???: ""Hmmph! A stubborn one, aren't you? What do you want to hear about?"""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b8624c	＊「むにゃむにゃ……<LF><TAB>わしゃ　眠いんじゃよ。<LF><TAB>話なら　後にしなさい。	"???: ""Mumble, mumble... I'm sleepy. Come back later if you want to talk."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Original Yes/No question meaning and parameters retained. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b86294	やめる	Never mind		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Original six-topic order and return ordinals retained across all four prompt lists. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b8629c	封印のワナ	Sealing traps	interface.trap.011	Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Original six-topic order and return ordinals retained across all four prompt lists. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b862a8	ワナ	Traps		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Original six-topic order and return ordinals retained across all four prompt lists. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b862b0	アイテム	Items		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Original six-topic order and return ordinals retained across all four prompt lists. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b862bc	モンスター	Monsters		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Original six-topic order and return ordinals retained across all four prompt lists. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b862c8	ダンジョン	Dungeons		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Original six-topic order and return ordinals retained across all four prompt lists. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b862d4	＊「むむ　わがままなヤツじゃのう。<LF><TAB>ならば　しかたあるまい。<LF><TAB>なにを　聞きたいんだね？	"???: ""Hmmph! A stubborn one, aren't you? Very well. What do you want to hear about?"""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b8632c	＊「わしゃ　眠いんじゃよ。<LF><TAB>話なら　後にしなさい。	"???: ""I'm sleepy. Come back later if you want to talk."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Original Yes/No question meaning and parameters retained. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b86360	＊「ん……？　なんだか<LF><TAB>上の方が　さわがしいと思ったら<LF><TAB>なんじゃ　お前さんは？	"???: ""Hmm...? I thought I heard a racket up above. Who might you be?"""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b867c8	＊「はじめのうちは　手に入れる道具を<LF><TAB>使って　たたかいを進めていく<LF><TAB>方法を　おぼえるがええ。	"???: ""Early on, learn to fight by making good use of whatever items you find."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b86828	＊「たしか　モンスターじいさんの助手の<LF><TAB>イナッツと言ったかのう。　お前さんの<LF><TAB>チカラになってくれるはずじゃ。	"???: ""Inatts, the monster elder's assistant, I think. He should be able to help you."""	character.inatts,role.monster_elder	Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b86898	＊「そういえば　メダル王の城には<LF><TAB>仲間モンスターのあつかいに<LF><TAB>くわしい者が　おったような……	"???: ""I recall someone at the Medal King's castle who knew all about monster allies..."""	place.journey.008731b0,role.medal_king	Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b868f8	＊「たたかったモンスターを<LF><TAB>改心させ　仲間にしてしまうとは<LF><TAB>たいしたものだわい。	"???: ""Winning over monsters you've fought and making them allies! Most impressive."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b8694c	＊「モンスターについては<LF><TAB>お前さんは　特別なチカラを<LF><TAB>持っておるようじゃな。	"???: ""You seem to have a special gift when it comes to monsters."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b8699c	＊「では　またな。<LF><TAB>セカセカセカ……。	"???: ""Until next time. Busy, busy..."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b869c4	＊「ん？　なんじゃ　お前さんは？<LF><TAB>わしゃ　いそがしいんじゃよ。<LF><TAB>話なら　後にしなさい。	"???: ""Hmm? Who are you? I'm busy. Come back later if you want to talk."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Original Yes/No question meaning and parameters retained. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b871a8	この先はダンジョン<LF>南海の地下道　へ戻ります。<LF>よろしいでしょうか？	Return to the dungeon<LF>South Sea tunnel?	interface.dungeon.002	Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Original Yes/No question meaning and parameters retained. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b8727c	この先はダンジョン<LF>さんご礁の神殿　広間　へ進みます。<LF>よろしいでしょうか？	Continue into the dungeon<LF>Coral temple - Hall?	interface.dungeon.003	Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Original Yes/No question meaning and parameters retained. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b87330	カベには　地図が　かけられている。<LF>しかし　この場所は<LF>地図には　描かれていないようだ。	A map hangs on the wall. However, this place doesn't seem to be marked on it.		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b87450	＊「おお　神よ！<LF><TAB>この者に　聖なるご加護の<LF><TAB>あらんことを！	"???: ""O Lord! May your holy blessing be upon this traveller!"""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b8748c	＊「よくぞ　もどられた！<LF><TAB>$tどの！	"???: ""Welcome back, $t!"""	torneko,enemy_tipper	Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b875a8	＊「ぐっすり　お休みでしたね。<LF><TAB>では　どうぞ　お気をつけて。	"???: ""You slept soundly. Take care on your travels."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b875e8	＊「では　ごゆっくりどうぞ。	"???: ""Make yourself comfortable."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b87608	＊「では　休みたくなったら<LF><TAB>また　いつでも　おこしくださいね。	"???: ""Come back any time you need a rest."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b87648	＊「ようこそ　旅のお方。<LF><TAB>こちらで　ひと休みされますか？	"???: ""Welcome, traveller. Would you like to rest here?"""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Original Yes/No question meaning and parameters retained. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b876c4	＊「よそ者の商人オヤジに<LF><TAB>寝どこを　とられちまったぜ。	"???: ""That merchant from out of town took my bed!"""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b876fc	＊「久しぶりに　昼がやってきたから<LF><TAB>昼寝でも　しようと思ったのによ。	"???: ""Daylight at last! And here I was hoping to take a nap."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b8777c	＊「ぐお～　ぐお～！	"???: ""Snooore! Snooore!"""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b8785c	＊「ありがとう　旅のお方。<LF><TAB>このご恩は　忘れません。	"???: ""Thank you, traveller. We will never forget your kindness."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b87894	＊「けれど　海竜さまの　聖なる炎が<LF><TAB>私たちに　暖かい光を<LF><TAB>とりもどしてくださいました。	"???: ""But the Sea Dragon's sacred flame has brought its warm light back to us."""	lore.sea_dragon,lore.sea_dragon_flame	Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b878ec	＊「ここは　深い　深い　海の底。<LF><TAB>あの　まぶしい太陽の光も<LF><TAB>私たちのところまでは　届きません。	"???: ""We are deep, deep beneath the sea. Even the sun's bright rays cannot reach us."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b87994	＊「そのためには　毎日のトレーニングを<LF><TAB>欠かさないボクなのさっ。<LF><TAB>それ　イッチニ！　イッチニ！	"???: ""That's why I train every day without fail! One, two! One, two!"""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b879f4	＊「そんな人と　冒険できたら<LF><TAB>楽しいだろうね。　ボクも<LF><TAB>いつか　仲間にしてもらいたいなあ。	"???: ""Adventuring with someone like that must be fun. I'd love to join them someday."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b87a50	＊「ねえ　旅の人なら　知らないかい？<LF><TAB>世界のどこかには　モンスターを<LF><TAB>仲間にできる　勇者がいるんだって！	"???: ""You're a traveller. Have you heard of a hero somewhere who can befriend monsters?"""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b87abc	＊「やあ　こんにちは。<LF><TAB>ボクは　おばあさんに<LF><TAB>飼われてる　スライムさ。	"???: ""Hello! I'm the slime who lives with the old lady."""	enemy.slime	Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b87b2c	＊「なんでも　その爪は<LF><TAB>ただ強いだけではなく　特別な<LF><TAB>魔法力を　持っているそうだ。	"???: ""They say those claws aren't just powerful. They also have special magical powers."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b87b80	＊「オレは　伝説の武器<LF><TAB>クロウアンドレアを　さがして<LF><TAB>旅を　している。	"???: ""I'm travelling in search of a legendary weapon: the Claw andrea."""	combined_item_045	Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b87be8	＊「海底の家へ　ようこそ。<LF><TAB>長い夜が　明け<LF><TAB>目覚めたばかりの　神殿さ。	"???: ""Welcome to Undersea House. This temple has just awoken from a long, long night."""	place.journey.008731a4	Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b87d00	＊「ありがとう　旅のお方。<LF><TAB>あなた方こそ　まことの　勇者ですわ。	"???: ""Thank you, travellers. You are true heroes."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b87d7c	＊「勇者を　目指して<LF><TAB>日夜　トレーニングを　欠かさない<LF><TAB>ボクなのさっ。	"???: ""I train day and night without fail, so I can become a hero!"""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b87dc4	＊「やあ　こんにちは。<LF><TAB>ボクは　おばあさんに<LF><TAB>飼われてる　スライムだよ。	"???: ""Hello! I'm the slime who lives with the old lady."""	enemy.slime	Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b92d68	この先はダンジョン<LF>南海の地下道　へ戻ります。<LF>よろしいでしょうか？	Return to the dungeon<LF>South Sea tunnel?	interface.dungeon.002	Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Original Yes/No question meaning and parameters retained. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b92e3c	この先はダンジョン<LF>さんご礁の神殿　広間　へ進みます。<LF>よろしいでしょうか？	Continue into the dungeon<LF>Coral temple - Hall?	interface.dungeon.003	Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Original Yes/No question meaning and parameters retained. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b92ef0	カベには　地図が　かけられている。<LF>しかし　この場所は<LF>地図には　描かれていないようだ。	A map hangs on the wall. However, this place doesn't seem to be marked on it.		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b93018	＊「おお　神よ！<LF><TAB>この者に　聖なるご加護の<LF><TAB>あらんことを！	"???: ""O Lord! May your holy blessing be upon this traveller!"""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b93054	＊「よくぞ　もどられた！<LF><TAB>$tどの！	"???: ""Welcome back, $t!"""	torneko,enemy_tipper	Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b930d8	＊「なんでも　その剣をふりかざせば<LF><TAB>目に見えない敵に　究極のダメージを<LF><TAB>あたえられるらしい。	"???: ""They say a swing of that sword deals devastating damage to unseen enemies."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b93138	＊「オレは　伝説の武器<LF><TAB>シャドーブレイクを　さがして<LF><TAB>旅をしている。	"???: ""I'm travelling in search of a legendary weapon: the Shadow breaker."""	combined_item_040	Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b931a0	＊「この店は　向かいにすんでる　ばあさんが<LF><TAB>ひとりで　やってるから<LF><TAB>昼間しか　開いてないぜ。	"???: ""The old lady across the way runs this shop alone. It's only open during the day."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b93248	＊「とりあえず　そこの店が　開くまで<LF><TAB>わたしの手もちの商品で<LF><TAB>商売させてもらいますよ。	"???: ""Until that shop opens, I'll do business with the goods I have on hand."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b932a0	＊「わたしは　この海の底が<LF><TAB>聖なる光で　満たされる時を<LF><TAB>もう　なん年も　待ちつづけています。	"???: ""I've waited for years for this seabed to be filled with holy light."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b93328	＊「すや　すや……。	"???: ""Zzz... Zzz..."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b933e8	＊「ぐっすり　お休みでしたね。<LF><TAB>では　どうぞ　お気をつけて。	"???: ""You slept soundly. Take care on your travels."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b93428	＊「では　ごゆっくりどうぞ。	"???: ""Make yourself comfortable."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b93448	＊「では　休みたくなったら<LF><TAB>また　いつでも　おこしくださいね。	"???: ""Come back any time you need a rest."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b93488	＊「ようこそ　旅のお方。<LF><TAB>こちらで　ひと休みされますか？	"???: ""Welcome, traveller. Would you like to rest here?"""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Original Yes/No question meaning and parameters retained. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b934e4	＊「きっと　この海底までもが<LF><TAB>聖なる光で　みたされるでしょう。	"???: ""Then surely even this seabed would be filled with holy light."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b93524	＊「でも　もし　海竜の灯台に<LF><TAB>神の炎が　ともったならば……	"???: ""But if the divine flame were lit in the Sea Dragon Lighthouse..."""	place.journey.00873198	Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b93560	＊「ここは　深い　深い　海の底。<LF><TAB>あの　まぶしい太陽の光も<LF><TAB>私たちのところまでは　届きません。	"???: ""We are deep, deep beneath the sea. Even the sun's bright rays cannot reach us."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b936d0	＊「この店は　そこの家の　ばあさんが<LF><TAB>昼だけ　開けてるんだよ。<LF><TAB>残念だったな　ボウズ。	"???: ""The old lady in that house only opens the shop by day. Bad luck, lad."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b93728	＊「いや　まいったよ。<LF><TAB>どうしてか　わからないが<LF><TAB>ふたたび　夜になっちまって……。	"???: ""Well, this is a problem. For some reason, it's turned to night again..."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b937a4	＊「う～ん　う～ん<LF><TAB>ぐうぐう……。	"???: ""Mmm... Mmm... Zzz..."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b93878	＊「どうか　お気をつけて<LF><TAB>お帰りくださいまし。	"???: ""Please take care on your way back."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b938a8	＊「すこし　うなされていた　ようですね。<LF><TAB>無理もありませんわ。　この海底にも<LF><TAB>邪悪な息吹が　感じられますもの……。	"???: ""You had a restless sleep. No wonder... Even here, I can feel an evil presence."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b93954	＊「いったい　地上では<LF><TAB>どんな　おそろしいことが<LF><TAB>起きているのでしょう……。	"???: ""What terrible things could be happening on the surface...?"""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b939a4	＊「しかし　あの　海竜さまの聖火が<LF><TAB>ふたたび　消えてしまうなんて……	"???: ""But to think the Sea Dragon's sacred flame has gone out again..."""	lore.sea_dragon,lore.sea_dragon_flame	Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b939ec	＊「ここは　深い　深い　海の底。<LF><TAB>以前は　はるか地上　聖なる灯台の<LF><TAB>炎で　明るく　照らされておりました。	"???: ""Deep as we are beneath the sea, the holy lighthouse above once lit this place."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b93aa0	＊「よ～し　こうなったら　ボクが<LF><TAB>勇者になるぞ！　さあ　トレーニングだ<LF><TAB>イッチニ！　イッチニ！	"???: ""Right! Then I'll be the hero! Time to train! One, two! One, two!"""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b93b00	＊「え？　キミが　モンスターを仲間に？<LF><TAB>ふ～ん……　勇者には　見えないなあ。	"???: ""Eh? You can befriend monsters? Hmm... You don't look like a hero to me."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b93b50	＊「ねえ　旅の人なら　知らないかい？<LF><TAB>世界のどこかには　モンスターを<LF><TAB>仲間にできる　勇者がいるんだって！	"???: ""You're a traveller. Have you heard of a hero somewhere who can befriend monsters?"""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b93bbc	＊「やあ　こんにちは。<LF><TAB>ボクは　おばあさんに<LF><TAB>飼われてる　スライムさ。	"???: ""Hello! I'm the slime who lives with the old lady."""	enemy.slime	Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b93c94	＊「おぬし　ルーラは　使えるか？<LF><TAB>こんなキケンな　場所は<LF><TAB>早く　立ち去った方がいいだろう。	"???: ""Can you use Zoom? You'd best leave this dangerous place at once."""	series_zoom	Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b93cf0	＊「おそらく　海竜の灯台の聖火が<LF><TAB>消し去られたためか　この先は<LF><TAB>邪悪な波動がみちて　進めないのだ。	"???: ""The flame at Sea Dragon Lighthouse is out. Perhaps that's why evil blocks the way."""	place.journey.00873198	Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit. The extinguished flame is the suspected cause of the evil blocking progress, not asserted as confirmed.
journey.00b93d54	＊「悪いことは　言わん。<LF><TAB>来た道を　もどったほうがいいぞ。	"???: ""Take my advice. You'd be better off going back the way you came."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b9eacc	この先はダンジョン<LF>さんご礁の神殿　広間　へ戻ります。<LF>よろしいでしょうか？	Return to the dungeon<LF>Coral temple - Hall?	interface.dungeon.003	Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Original Yes/No question meaning and parameters retained. Scope includes related return/later protagonist states; not all messages belong to the first visit.
