id	japanese	species_japanese	full_english	display	glossary_references	status	source_ids	notes
ally.nickname.086	ヘルシー	じごくのつかい	Helsey	Helsy	ally.nickname.source-001aa710	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Helsey; Helsy is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.087	いしぞう	うごくせきぞう	Ishizo	Ishi	ally.nickname.source-001aa704	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Ishizo; Ishi is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.088	イマジン	だいまじん	Imagine	Imagi	ally.nickname.source-001aa6f8	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Imagine; Imagi is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.089	バクサン	ばくだん岩	Baksan	Bax	ally.nickname.source-001aa6ec	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Baksan; Bax is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.090	ガルロ	メガザルロック	Garro		ally.nickname.source-001aa6e4	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.091	コロリン	さつじんき	Kororin	Koro	ally.nickname.source-001aa6d8	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Kororin; Koro is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.092	エミリー	エリミネーター	Hoody		ally.nickname.source-001aa6cc	modern_official_nickname_secondary_inferred_ordinal	nickname_dq5_japanese,nickname_dq5_english	Exact Japanese nickname/species matches DQ V recruit number 1. English counterpart inferred from the same ordinal in the DS guide; secondary evidence, not a direct bilingual capture. Other DQ V defaults are not substituted merely because the species matches. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.093	デスタン	デスストーカー	Destan	Desta	ally.nickname.source-001aa6c0	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Destan; Desta is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.094	モンジャ	ももんじゃ	Monja		ally.nickname.source-001aa6b4	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.095	メルモン	メイジももんじゃ	Melmon	Melmo	ally.nickname.source-001aa6a8	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Melmon; Melmo is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.096	ナメール	おおナメクジ	Namel		ally.nickname.source-001aa69c	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.097	ラミオス	ミイラおとこ	Ramios	Rami	ally.nickname.source-001aa690	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Ramios; Rami is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.098	カーメン	マミー	Carmen	Carmy	ally.nickname.source-001aa684	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Carmen; Carmy is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.099	キーメ	キメラ	Kime		ally.nickname.source-001aa67c	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.100	スタッキ	スターキメラ	Stacky	Stack	ally.nickname.source-001aa670	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Stacky; Stack is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.101	メキラ	メイジキメラ	Mekira	Meki	ally.nickname.source-001aa668	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Mekira; Meki is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.102	サマロー	さまようよろい	Samaro	Sammy	ally.nickname.source-001aa65c	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Samaro; Sammy is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.103	アーマン	キラーアーマー	Arman		ally.nickname.source-001aa650	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.104	ヘルマー	じごくのよろい	Helmer	Helmy	ally.nickname.source-001aa644	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Helmer; Helmy is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.105	ギーガ	ギガンテス	Brontes	Bront	ally.nickname.source-001aa63c	modern_official_nickname_secondary_inferred_ordinal	nickname_dq5_japanese,nickname_dq5_english	Exact Japanese nickname/species matches DQ V recruit number 1. English counterpart inferred from the same ordinal in the DS guide; secondary evidence, not a direct bilingual capture. Other DQ V defaults are not substituted merely because the species matches. Full name retained as Brontes; Bront is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.106	アトム	アトラス	Atom		ally.nickname.source-001aa634	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.107	アデュー	アークデーモン	Adieu		ally.nickname.source-001aa628	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.108	ベリー	ベリアル	Berry		ally.nickname.source-001aa620	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.109	きづっち	おおきづち	Mallette	Mally	ally.nickname.source-001aa614	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Mallette; Mally is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.110	ブラーニ	ブラウニー	Branny	Bran	ally.nickname.source-001aa608	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Branny; Bran is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.111	ガニー	ガニラス	Ganny		ally.nickname.source-001aa600	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.112	ハッサム	じごくのハサミ	Hassam	Hassy	ally.nickname.source-001aa5f4	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Hassam; Hassy is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.113	グルンガ	ぐんたいガニ	Gurunga	Guru	ally.nickname.source-001aa5e8	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Gurunga; Guru is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.114	ノートン	ゴースト	Norton	Norty	ally.nickname.source-001aa5dc	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Norton; Norty is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.115	メスト	メトロゴースト	Mest		ally.nickname.source-001aa5d4	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.116	ヘルトス	ヘルゴースト	Heltos	Helto	ally.nickname.source-001aa5c8	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Heltos; Helto is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.117	アンアン	アイアンアント	Annan		ally.nickname.source-001aa5bc	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.118	ぐんた	ぐんたいアリ	Gunta		ally.nickname.source-001aa5b4	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.119	ラリアト	ラリホーアント	Lariat	Lari	ally.nickname.source-001aa5a8	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Lariat; Lari is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.120	キートン	きとうし	Keaton	Keat	ally.nickname.source-001aa59c	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Keaton; Keat is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.121	ようじ	ようじゅつし	Yoji		ally.nickname.source-001aa594	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.122	ファラ	ファーラット	Fara		ally.nickname.source-001aa58c	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.123	モコモン	ケダモン	Mocomon	Moco	ally.nickname.source-001aa580	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Mocomon; Moco is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.124	アタール	アイアンタートル	Atal		ally.nickname.source-001aa574	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.125	ランドル	ランドアーマー	Randall	Randy	ally.nickname.source-001aa568	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Randall; Randy is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.126	ガイル	ガーゴイル	Guile		ally.nickname.source-001aa560	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.127	モストン	モシャスナイト	Moston	Mosty	ally.nickname.source-001aa554	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Moston; Mosty is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.128	シャイト	シャドーナイト	Shaito	Shai	ally.nickname.source-001aa548	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Shaito; Shai is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.129	ゴスラム	ゴールデンスライム	Goslam	Gosly	ally.nickname.source-001aa53c	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Goslam; Gosly is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.130	エンペル	スライムエンペラー	Emper		ally.nickname.source-001aa530	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.131	プラチン	プラチナキング	Platin	Platy	ally.nickname.source-001aa524	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Platin; Platy is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.132	チューレ	ちゅうまじゅう	Chure		ally.nickname.source-001aa518	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.133	トロマス	ストローマウス	Tromas	Trom	ally.nickname.source-001aa50c	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Tromas; Trom is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.134	めふらん	あめふらし	Mefran	Mef	ally.nickname.source-001aa500	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Mefran; Mef is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.135	ハリー	はりせんもぐら	Harry		ally.nickname.source-001aa4f8	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.136	サンドラ	サンダーラット	Sandra	Sandy	ally.nickname.source-001aa4ec	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Sandra; Sandy is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.137	プラウス	プラズママウス	Praus		ally.nickname.source-001aa4e0	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.138	ドラゴス	ドラゴスライム	Dragos	Drago	ally.nickname.source-001aa4d4	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Dragos; Drago is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.139	ラブレス	スライムブレス	Loveless	Lovey	ally.nickname.source-001aa4c8	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Loveless; Lovey is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.140	ドラタル	ドラゴメタル	Dratal	Drat	ally.nickname.source-001aa4bc	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Dratal; Drat is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.141	バブバブ	バブリン	Bubbub	Bubby	ally.nickname.source-001aa4b0	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Bubbub; Bubby is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.142	プヨヨン	プヨンターゲット	Puyoyon	Puyo	ally.nickname.source-001aa4a4	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Puyoyon; Puyo is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.143	ポムポ	ポムポムボム	Pompo		ally.nickname.source-001aa49c	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.144	ハマーン	リビングハンマー	Haman		ally.nickname.source-001aa490	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.145	ラスター	キラースター	Raster	Rasty	ally.nickname.source-001aa484	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Raster; Rasty is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.146	デビアン	デビルアンカー	Devian	Devi	ally.nickname.source-001aa478	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Devian; Devi is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.147	かまきち	さそりかまきり	Kamakichi	Kama	ally.nickname.source-001aa46c	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Kamakichi; Kama is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.148	ラティス	キラーマンティス	Latis		ally.nickname.source-001aa460	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.149	パニック	メダパニシックル	Panic		ally.nickname.source-001aa454	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.150	ごろう	タマゴロン	Goro		ally.nickname.source-001aa44c	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.151	ワンダー	ワンダーエッグ	Wonder	Wonda	ally.nickname.source-001aa440	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Wonder; Wonda is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.152	フローレ	スカイフロッグ	Flore		ally.nickname.source-001aa434	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.153	ファロ	ファイヤーケロッグ	Faro		ally.nickname.source-001aa42c	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.154	ディード	デーモントード	Deed		ally.nickname.source-001aa420	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.155	スラキン	キングスライム	Sliking	Sliko	ally.nickname.source-001aa414	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Sliking; Sliko is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.156	べホズン	スライムベホマズン	Kingoo	Kingo	ally.nickname.source-001aa408	modern_official_nickname_secondary_inferred_ordinal	nickname_dq5_japanese,nickname_dq5_english	Exact Japanese nickname/species matches DQ V recruit number 1. English counterpart inferred from the same ordinal in the DS guide; secondary evidence, not a direct bilingual capture. Other DQ V defaults are not substituted merely because the species matches. Full name retained as Kingoo; Kingo is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.157	メタキン	メタルキング	Metaking	Metko	ally.nickname.source-001aa3fc	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Metaking; Metko is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.158	レイダー	レノファイター	Raider	Raido	ally.nickname.source-001aa3f0	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Raider; Raido is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.159	グレーン	グレイトホーン	Grane		ally.nickname.source-001aa3e4	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.160	フライダ	フライングデビル	Flyda		ally.nickname.source-001aa3d8	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.161	ランガス	ランガー	Rangas	Ranga	ally.nickname.source-001aa3cc	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Rangas; Ranga is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.162	ドグーン	どぐう戦士	Dogoon	Dogo	ally.nickname.source-001aa3c0	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Dogoon; Dogo is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.163	ラプラス	キラープラスター	Laplas	Lappy	ally.nickname.source-001aa3b4	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Laplas; Lappy is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.164	ゴーマ	こうてつまじん	Goma		ally.nickname.source-001aa3ac	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.165	エビルス	エビルエスターク	Evils		ally.nickname.source-001aa3a0	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.166	デマシン	デスマシーン	Demachine	Dema	ally.nickname.source-001aa394	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Demachine; Dema is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.167	ツノーガ	つのうしがい	Tsunoga	Tsuno	ally.nickname.source-001aa388	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Tsunoga; Tsuno is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.168	シビック	しびれマイマイ	Civic		ally.nickname.source-001aa37c	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.169	アムリタ	あんこくつむり	Amrita	Amri	ally.nickname.source-001aa370	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Amrita; Amri is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.170	ビート	ベビーニュート	Beat		ally.nickname.source-001aa368	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.171	ラキッズ	ドラゴンキッズ	Rakids	Raks	ally.nickname.source-001aa35c	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Rakids; Raks is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.172	メラード	メラリザード	Mellard	Mello	ally.nickname.source-001aa350	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Mellard; Mello is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
