id	family	japanese	full_english	display	term_ids	evidence	notes
gameplay.001b5a20	message	$m0は草の効きが戻った。	Herbs affect $m0 normally again.			Independent project translation from pinned Japanese ROM	
gameplay.001b5a34	message	$m0は $/163$i0を撃った。	$m0 fired $i0.			Independent project translation from pinned Japanese ROM	
gameplay.001b5a4a	message	$m0は $/163$i0を投げた。	$m0 threw $i0.			Independent project translation from pinned Japanese ROM	
gameplay.001b5a60	message	$m0は $/163$i0を吐いた。	$m0 spat out $i0.			Independent project translation from pinned Japanese ROM	
gameplay.001b5a75	message	$m1は 混乱しなかった。	$m1 didn't become confused.			Independent project translation from pinned Japanese ROM	
gameplay.001b5a87	message	$m1は 混乱した。	$m1 became confused.			Independent project translation from pinned Japanese ROM	
gameplay.001b5a95	message	$m1は すでに混乱している！	$m1 is already confused!			Independent project translation from pinned Japanese ROM	
gameplay.001b5aa9	message	$m1は おびえだした！	$m1 became frightened!			Independent project translation from pinned Japanese ROM	
gameplay.001b5ab9	message	$m1は すでにおびえている！	$m1 is already frightened!			Independent project translation from pinned Japanese ROM	
gameplay.001b5acc	message	$m1は HPが$d0回復した。	$m1 recovered $d0 HP.			Independent project translation from pinned Japanese ROM	
gameplay.001b5ae1	message	$m1は 最大HPが$d0増えた。	$m1's maximum HP rose by $d0.			Independent project translation from pinned Japanese ROM	
gameplay.001b5af8	message	$m1は HPが完全に回復した。	$m1's HP was fully restored.			Independent project translation from pinned Japanese ROM	
gameplay.001b5b0f	message	$tは$i0を押した！	$t pushed $i0!			Independent project translation from pinned Japanese ROM	
gameplay.00c3ff04	message	"初期状態に戻します。
よろしいですか？"	"Restore the default settings?
Are you sure?"			Independent project translation from pinned Japanese ROM	
gameplay.00c3ff2c	message	"スリープモードに はいります。
電源を切らないでください。
L+R+SELECTで　元に戻ります。"	"Entering sleep mode.
Do not turn off the power.
Press L+R+SELECT to return."			Independent project translation from pinned Japanese ROM	
gameplay.00c3ff84	message	今回の冒険はあきらめますか？	Give up this adventure?			Independent project translation from pinned Japanese ROM	
gameplay.00c3ffa4	label	冒険	Adventure			Independent project translation from pinned Japanese ROM	
gameplay.00c3ffac	setting	試合の中断	Suspend match			Independent project translation from pinned Japanese ROM	
gameplay.00c3ffb8	setting	冒険の中断γ	Suspend adventure{arrow}			Independent project translation from pinned Japanese ROM	
gameplay.00c3ffc8	setting	スリープモード	Sleep mode			Independent project translation from pinned Japanese ROM	
gameplay.00c3ffd8	setting	ダッシュ<03 08 40><03 14 01>高速<03 08 70><03 14 02>低速	Dash{hex:030840031401}Fast{hex:030870031402}Slow			Independent project translation from pinned Japanese ROM	
gameplay.00c3fff8	setting	サウンド設定γ	Sound settings{arrow}			Independent project translation from pinned Japanese ROM	
gameplay.00c40008	setting	ダンジョン設定γ	Dungeon settings{arrow}			Independent project translation from pinned Japanese ROM	
gameplay.00c4001c	setting	表示設定γ	Display settings{arrow}			Independent project translation from pinned Japanese ROM	
gameplay.00c40028	setting	*デバッグ	*Debug			Independent project translation from pinned Japanese ROM	
gameplay.00c40034	setting	操作説明γ	How to play{arrow}			Independent project translation from pinned Japanese ROM	
gameplay.00c40040	setting	サウンド<03 08 40><03 14 01>ステレオ<03 08 70><03 14 02>モノラル	Sound{hex:030840031401}Stereo{hex:030870031402}Mono			Independent project translation from pinned Japanese ROM	
gameplay.00c40068	setting	方眼表示<03 08 40><03 14 01>ＯＮ<03 08 70><03 14 02>ＯＦＦ	Grid{hex:030840031401}On{hex:030870031402}Off			Independent project translation from pinned Japanese ROM	
gameplay.00c40088	setting	マップ表示<03 08 40><03 14 01>ＯＮ<03 08 70><03 14 02>ＯＦＦ	Map{hex:030840031401}On{hex:030870031402}Off			Independent project translation from pinned Japanese ROM	
gameplay.00c400ac	setting	初期状態に戻す	Reset settings			Independent project translation from pinned Japanese ROM	Shared existing curated allocation; exact English is validated and retained in both control and English builds.
gameplay.00c400bc	setting	やめる	Quit			Independent project translation from pinned Japanese ROM	
gameplay.00c400c4	setting	あきらめる	Give up			Independent project translation from pinned Japanese ROM	
gameplay.00c400d0	setting	ゲーム設定γ	Game settings{arrow}			Independent project translation from pinned Japanese ROM	
gameplay.00c400e0	setting	自動振向<03 08 40><03 14 01>ＯＮ<03 08 70><03 14 02>ＯＦＦ	Auto-turn{hex:030840031401}On{hex:030870031402}Off			Independent project translation from pinned Japanese ROM	
gameplay.00c40100	setting	メッセージ<03 08 40><03 14 01>遅い<03 08 60><03 14 02>普通<03 08 80><03 14 03>速い	Text speed{hex:030840031401}Slow{hex:030860031402}Norm{hex:030880031403}Fast			Independent project translation from pinned Japanese ROM	Shared existing curated allocation; exact English is validated and retained in both control and English builds.
gameplay.00c4012c	setting	基本操作	Basic controls			Independent project translation from pinned Japanese ROM	
gameplay.00c40138	setting	全体マップ	Full map			Independent project translation from pinned Japanese ROM	
gameplay.00c40144	setting	速度について	About speed			Independent project translation from pinned Japanese ROM	
gameplay.00c40154	setting	まとめ入れ	Store several items			Independent project translation from pinned Japanese ROM	
gameplay.00c40160	setting	仲間への命令	Ally orders			Independent project translation from pinned Japanese ROM	
gameplay.00c40170	setting	冒険のヒント	Adventure tips			Independent project translation from pinned Japanese ROM	
gameplay.00c40180	setting	ポポロ基本操作	Tipper's controls		enemy_tipper	https://dragon-quest.org/wiki/Tipper_Taloon	
gameplay.00c40190	setting	文字入力操作	Text entry			Independent project translation from pinned Japanese ROM	
gameplay.00c401a0	setting	仲間リストを見る	View ally list			Independent project translation from pinned Japanese ROM	
gameplay.00c401b4	setting	$tの状態γ	$t's status{arrow}			Independent project translation from pinned Japanese ROM	
gameplay.00c401c0	setting	メッセージ履歴	Message history			Independent project translation from pinned Japanese ROM	
gameplay.00c401d0	setting	$t状態変化一覧	$t's status effects			Independent project translation from pinned Japanese ROM	
gameplay.00c401e0	setting	表示<03 08 40><03 14 01>明るい<03 08 60><03 14 02>強調<03 08 80><03 14 03>普通	Display{hex:030840031401}Light{hex:030860031402}Bold{hex:030880031403}Norm			Independent project translation from pinned Japanese ROM	Shared existing curated allocation; exact English is validated and retained in both control and English builds.
gameplay.00c40208	setting	入力<03 08 40><03 14 01>Ａ<03 08 60><03 14 02>Ｂ<03 08 80><03 14 03>Ｃ	Input{hex:030840031401}A{hex:030860031402}B{hex:030880031403}C			Independent project translation from pinned Japanese ROM	
gameplay.00c40228	setting	全体マップ<03 08 40><03 14 01>スケルトン<03 08 70><03 14 02>メッシュ	Full map{hex:030840031401}Skeleton{hex:030870031402}Mesh			Independent project translation from pinned Japanese ROM	
