id	japanese	english	display	references	notes
battle.001b8e80	$m0は<CR>$m1に変わった。	$m0 changed into $m1.			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b8e92	$m0は $/168$m1の姿になった。	$m0 took the form of $m1.			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained. Source $/NNN inflection metadata is unnecessary for the independently phrased English; actor-slot identities are unchanged.
battle.001b8eaa	$m0は メガザルを唱えた！	$m0 cast Kerplunk!		spell.kerplunk	Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b8ebf	マップ表示をONにします。	Turn the map display ON.			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b8ed3	マップ表示をOFFにします。	Turn the map display OFF.			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b8ee8	$tは $d0ダメージ受けた。	$t took $d0 damage.			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained. Reuses our matching prior draft: translations/core-gameplay.json / gameplay.001b587d.
battle.001b8efe	店主「おや　私の店に<CR>$xなにか　ご用ですか？<CR><CR>店主「すみませんが　今<CR>$x休けい中なんで　またの機会に<CR>$xお願いします。<CR>店主「あ　そうそう。　私が<CR>$x見てないからって　勝手に<CR>$x商品を　持ち出さないで下さいね。<CR>	"Shopkeeper: ""Oh, did you need something from my shop?""
Shopkeeper: ""Sorry, but I am taking a break. Please come back another time.""
Shopkeeper: ""Oh, and one more thing. Just because I am not watching, do not think you can walk off with the goods!"""			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b8f9d	店主「ありがとうございました。	"Shopkeeper: ""Thank you very much."""			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b8fb4	店主「ありがとうございました。	"Shopkeeper: ""Thank you very much."""			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b8fcb	店主「……。	"Shopkeeper: ""..."""			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b8fd8	店主「いらっしゃいませ。	"Shopkeeper: ""Welcome!"""			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b8feb	店主「お客さん　すみませんが<CR>$xもう売り切れです。	"Shopkeeper: ""Sorry, but everything is sold out."""			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9010	店主「お客さんが　お持ち帰りになる品と<CR>$xお使いになった品と　合わせて<CR>$x[$d2]Ｇいただきます。	"Shopkeeper: ""The goods you are taking and the ones you have used come to [$d2]G."""			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9056	店主「お客さんが　お持ち帰りになる品は<CR>$x全部で　[$d2]Ｇになります。<CR>$xよろしいですか？	"Shopkeeper: ""The goods you are taking come to [$d2]G altogether. Is that all right?"""			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9099	店主「お客さんが　お使いになった品の<CR>$x料金として　[$d2]Ｇ<CR>$xいただきます。	"Shopkeeper: ""That will be [$d2]G for the goods you have used."""			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b90d4	店主「う～む　そうですか。<CR>$xでは [$d2]Ｇで<CR>$xいかがでしょう？	"Shopkeeper: ""Hmm, I see. Then how about [$d2]G?"""			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9108	店主「う～む　そうですか。<CR>$xでは　[$d2]Ｇで<CR>$xいかがでしょう？	"Shopkeeper: ""Hmm, I see. Then how about [$d2]G?"""			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b913d	店主「う～む　そうですか。<CR>$xでは　[$d2]Ｇで<CR>$xいかがでしょう。	"Shopkeeper: ""Hmm, I see. Then how about [$d2]G?"""			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9172	店主「お客さんが　置かれた品は<CR>$x合計　[$d0]Ｇで<CR>$x引き取ります。よろしいですか？	"Shopkeeper: ""I will pay [$d0]G for the goods you have left here. Is that all right?"""			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b91b3	店主「残念ですが<CR>$xお金が　たりないようです。	"Shopkeeper: ""Sorry, but you do not seem to have enough money."""			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b91d8	ドロボー！！　ドロボー！！<CR>すさまじい声が　フロア中にひびいた！	"""Thief! Thief!""
A thunderous shout echoed across the floor!"			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9210	$tは　お金をはらっていない！！！	$t has not paid!!!			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9228	お金をはらっていないのに　商品が<CR>店の部屋より外に出てしまった！	Unpaid goods have left the shop room!			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9256	$m0は 剣にちからをこめた！	$m0 charged its sword with power!			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9268	$m0は <CR>$i0を盗んだ。	$m0 stole $i0.			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b927a	$m0はアイテムを盗もうとした！<CR>しかし盗むことができなかった！	"$m0 tried to steal an item!
But could not steal anything!"			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b92a6	$m0はアイテムを盗もうとした！<CR>しかし盗むものがなかった。	"$m0 tried to steal an item!
But there was nothing to steal."			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b92cf	$m0は $m1から<CR>$d0Ｇ盗んだ。	$m0 stole $d0 G from $m1.			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b92e7	$m0はお金を盗もうとしたが<CR>盗めなかった。	$m0 tried to steal money, but could not.			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9304	$m0はお金を盗もうとしたが <CR>$m1は お金を持っていなかった。	$m0 tried to steal money, but $m1 had none.			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b932e	$m0はお金を盗もうとした！<CR>しかし盗めなかった。	"$m0 tried to steal money!
But could not steal any."			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b934e	$m0は 転んだ！	$m0 tripped!			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained. Reuses our matching prior draft: translations/tutorial-gameplay.json / tutorial.001b6d12.
battle.001b935b	$i0が作動した！	$i0 activated!			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9369	$i0が作動した！	$i0 activated!			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9377	$i0が火をふいた！	$i0 spouted flames!			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9385	石像から 岩が飛んできた！	A rock flew out of the statue!			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b939a	$i0が作動した！	$i0 activated!			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b93a8	$i0が 踊りをいざなう！	$i0 invites you to dance!			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b93ba	$i0は 睡眠ガスをまきちらした！	$i0 released sleeping gas!			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b93d1	$i0が作動した！	$i0 activated!			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b93df	$i0が作動した！	$i0 activated!			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b93ff	石像が$m0に飛んできた！	A statue flew at $m0!			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9413	装備を石像に吸い取られた！	The statue sucked away your equipment!			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9428	石像の効果で 自爆した！	The statue caused self-destruction!			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b943d	石像の効果で 自爆したが不発だった！	The statue caused self-destruction, but it fizzled!			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b945d	石像が爆発した！	The statue exploded!			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b946c	石像が爆発したが不発だった！	The statue tried to explode, but it fizzled!			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9486	$i1から<CR>$i0を発射した！	Fired $i0 from $i1!		interface.action.026	Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9499	$tは $i0を転がした。	$t rolled $i0.			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b94aa	$i0は不発だった！	$i0 failed to go off!			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b94ba	$i0はなくなった。	$i0 vanished.			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained. Reuses our matching prior draft: translations/core-gameplay.json / gameplay.001b5492.
battle.001b94c7	イネス「・・・？	"Ines: ""...?"""		enemy_ines	Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b94d8	イネス「私に ご用？ $tさん。	"Ines: ""Did you need me, $t?"""		enemy_ines	Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b94f2	イネス「トルネコさん ごめんなさい……。<CR>$xいったん 休まないと これ以上は<CR>$x呪文は 唱えられませんわ。	"Ines: ""I am sorry, Torneko... I cannot cast any more spells until I have rested."""		torneko,enemy_ines	Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b953e	イネス「どの 呪文を 唱えましょう？	"Ines: ""Which spell shall I cast?"""		enemy_ines	Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b955b	イネス「あら やめるのですね。<CR>$x私の チカラでも お役に立てるなら<CR>$xいつでも おっしゃって下さいな。	"Ines: ""Oh, you have changed your mind? If my magic can help, please ask me any time."""		enemy_ines	Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b95a5	イネス「あら？　でも　私たち<CR>$x体力は　満タンのようですわ。	"Ines: ""Oh? But we seem to be at full health already."""		enemy_ines	Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b95d6	イネスは ホイミを唱えた！	Ines cast Heal!		spell.heal,enemy_ines	Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b95ec	イネス「いけない！<CR>$x呪文を唱えても ダメだったのね。<CR>$x１回分 ムダにしてしまいましたわ。	"Ines: ""Oh no! The spell did not work. I have wasted one cast."""		enemy_ines	Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9630	しかし $m0には何も効果がなかった！	But it had no effect on $m0!			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b964a	イネス「ふう……　$tさん。<CR>$x悪いけど　ホイミの呪文は<CR>$xあと　１回しか　唱えられませんわ。	"Ines: ""Phew... $t. I am sorry, but I can only cast Heal once more."""		spell.heal,enemy_ines	Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9692	イネスは イオを唱えた！	Ines cast Bang!		enemy_ines,series_bang	Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b96a6	イネス「ふう……　$tさん。<CR>$x悪いけど　イオの呪文は<CR>$xあと　１回しか　唱えられませんわ。	"Ines: ""Phew... $t. I am sorry, but I can only cast Bang once more."""		enemy_ines,series_bang	Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b96ec	イネス「あら？ でも 私たちは<CR>$x毒に おかされていないようですわ。	"Ines: ""Oh? But neither of us seems to be poisoned."""		enemy_ines	Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b971a	イネスは キアリーを唱えた！	Ines cast Squelch!		enemy_ines,spell.squelch	Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9732	イネス「ふう……　$tさん。<CR>$x悪いけど　キアリーの呪文は<CR>$xあと　１回しか　唱えられませんわ。	"Ines: ""Phew... $t. I am sorry, but I can only cast Squelch once more."""		enemy_ines,spell.squelch	Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b977c	なんと $m0が<CR>起き上がり 仲間に なりたそうに<CR>こちらを 見ている！<CR>しかし これ以上 仲間を<CR>連れて行くことは できない！	"$m0 got up and looks at you, eager to join you!
But you cannot take any more allies along!"			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b97cd	なんと $m0が<CR>起き上がり 仲間に なりたそうに<CR>こちらを 見ている！<CR>仲間に してあげますか？	"$m0 got up and looks at you, eager to join you!
Will you let it join?"			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b980b	では このモンスターに<CR>名前を つけてあげて下さい。	Please give this monster a name.			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9831	しかし $m0は<CR>名前を つけてもらえるのを<CR>待っているようだ……。	$m0 seems to be waiting for you to give it a name...			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b985c	「$m1」<CR>でよろしいですか？	"Is ""$m1"" all right?"			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9871	$m0は<CR>$m1として $tに<CR>ついてゆく 決意をした！	$m0 has decided to follow $t under the name $m1!			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9891	$m0が<CR>仲間に くわわった！	$m0 joined your allies!			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b98a6	$m0は<CR>さみしそうに 去っていった……。	$m0 left, looking lonely...			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b98c2	アイテムを持っていない。	You are not carrying any items.			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained. Reuses our matching prior draft: translations/ally-services.json / service.00c3ee68.
battle.001b997c	$m0「は～い。<CR>$xオイラに なにか用？	"$m0: ""Hello! Did you need something?"""			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b999a	$m0「よかった。<CR>$x仲間が 来てくれたよっ。	"$m0: ""Great! My friends came!"""			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b99bc	$m0「あっ<CR>$xやめるの？ な～んだ。	"$m0: ""Oh, you changed your mind? Aww."""			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b99d7	$m0「仲間を呼んでみたけど<CR>$x誰も 来てくれなかったよ……。	"$m0: ""I called my friends, but nobody came..."""			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9a04	$m0「仲間を呼んでみたけど<CR>$x誰も 来てくれなかったよ……。	"$m0: ""I called my friends, but nobody came..."""			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9a31	$m0「仲間を呼んでみたけど<CR>$x誰も 来てくれなかったよ……。	"$m0: ""I called my friends, but nobody came..."""			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9a5e	$m0「にぎにぎ。<CR>$xなんの用だい？	"$m0: ""Squeeze, squeeze. What do you need?"""			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9a79	$m0「な～んだ。<CR>$xにぎにぎ。	"$m0: ""Oh, never mind, then. Squeeze, squeeze."""			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9a92	$m0「それじゃ<CR>$x今から もぐるので よろしく。	"$m0: ""Right, I am going underground now. Here goes!"""			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9ab4	$m0「わたしに<CR>$xなにか 用なのか……？	"$m0: ""Do you need something from me...?"""			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9ad0	$m0「そうか<CR>$xやめるのか……。	"$m0: ""I see. You have changed your mind..."""			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9ae7	$m0「もぐる……。<CR>$xもっと 血のあるところへ……。	"$m0: ""Underground... To where there is more blood..."""			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9b0e	$m0「オレに<CR>$xなにか 用か……？	"$m0: ""Do you need me...?"""			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9b29	$m0「なんだ<CR>$xやめるのか……。	"$m0: ""What? You have changed your mind...?"""			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9b41	$m0「地面の中を<CR>$x移動するのは とくいだ。<CR>$xまかせろ……。	"$m0: ""Moving underground is my speciality. Leave it to me..."""			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9b6f	$m0「オレに<CR>$xなにか 用か……？	"$m0: ""Do you need me...?"""			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9b8a	$m0「なんだ<CR>$xおかしなヤツ……。	"$m0: ""What? You are an odd one..."""			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9ba5	$m0「もぐるぞ……。<CR>$xどこに 現れるかは オレにも<CR>$xわからないからな……。	"$m0: ""I am going underground... Even I do not know where I will come up..."""			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9bdd	$m0「ボクに<CR>$xなにか　用かい？	"$m0: ""Did you need something from me?"""			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9bf6	$m0「なんだ<CR>$xやめるのかい？	"$m0: ""Oh, you changed your mind?"""			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9c0b	$m0は持っている武器を<CR>おもいきり投げつけた！	$m0 hurled its weapon with all its might!			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9c2b	$m0は 邪悪な霧をあびせた！	$m0 unleashed an evil mist!			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9c40	$m1は あやつられて<CR>仲間を攻撃するようになった！	$m1 was controlled and began attacking allies!			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9c61	しかし 何も起こらなかった。	But nothing happened.			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained. Reuses our matching prior draft: translations/tutorial-gameplay.json / tutorial.001b68f5.
battle.001b9c74	水が石像をぬらしたが 何もおこらなかった。	The water soaked the statue, but nothing happened.			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9c92	効果は 打ち消された！	The effect was cancelled!			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9ca3	$m0は 炎の中でも平気だ！	$m0 is unharmed by the flames!			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9cb9	たれ流したアイテムはなくなった。	The leaked item was lost.			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9cd1	この位置では凍らない。	It will not freeze in this position.			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9ce2	よくきき状態だ！	Herbs and seeds have a stronger effect!			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9cef	アイテムを近くにひきよせた！	Pulled items closer!			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9d04	ひきよせられたアイテムは無かった。	No items were pulled closer.			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9d1d	$i0は 止まった。	$i0 stopped.			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9d2b	しかし 落ちずにすんだ。	But the fall was avoided.			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9d3c	しかしちからが出ず できなかった。	But there was not enough strength to do it.			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9d54	$m0は入れ替わらなかった。	$m0 did not swap places.			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9d67	$m0は 固まって動かない。	$m0 is motionless.			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9d7a	$i0は 凍りついた！	$i0 froze solid!			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9d88	炎の攻撃は 効果がない！	Fire attacks have no effect!			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9d9c	氷の攻撃は 効果がない！	Ice attacks have no effect!			Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9db0	$m0は 水上でHPが回復した！	$m0 recovered HP on the water!		hp	Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
battle.001b9dc8	なんと！$i0は<CR>ひとくいばこだった！	$i0 was a Cannibox!		enemy.cannibox	Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained. Reuses our matching prior draft: translations/core-gameplay.json / gameplay.001b55b7.
battle.001b9de1	$m1は 封印されない！	$m1 cannot be sealed!		mechanic.sealed	Independently translated from the pinned Japanese source. Original substitutions and gameplay effects are retained.
