id	family	row	field	japanese	full_english	display	glossary_references	wording_status	notes
companion.dialogue.093.01	dialogue	93	1	$m0「オレに　ねらわれて<CR>$x生きのびた者は　いないのさ。	"$m0: ""Nobody I've set my sights on has ever survived."""		enemy.heavy_hood	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.093.02	dialogue	93	2	$m0「むむ……。<CR>$xオレも　だれかに　ねらわれて？<CR>$xそんな気がする……。	"$m0: ""Hmm... Is someone after me too? I have that feeling..."""		enemy.heavy_hood	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.093.03	dialogue	93	3	$m0「ちぇっ。<CR>$x残りの体力が　半分しか<CR>$xないじゃねえか。	"$m0: ""Tch! I've only got half my HP left."""		enemy.heavy_hood,hp	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.093.04	dialogue	93	4	$m0「やはり<CR>$xオレは　ねらわれている！<CR>$xた　たすけて……。	"$m0: ""I knew it! Someone's after me! H-help..."""		enemy.heavy_hood	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.093.05	dialogue	93	5	$m0「オレの体力も<CR>$x残りは　あとわずかだ。<CR>$xあと何匹　ねらえるか……。	"$m0: ""Little strength remains. How many more can I hunt down...?"""		enemy.heavy_hood	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.093.06	dialogue	93	6	$m0「うひひ。<CR>$xレベルアップしちまったぜい。	"$m0: ""Hee hee! I've gone and levelled up!"""		enemy.heavy_hood	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.093.07	dialogue	93	7	$m0「よしよし。<CR>$xレベルが　上がったんなら<CR>$xもっと　だいたんに　行こう。	"$m0: ""Good, good. Now that my level's gone up, I can be a little bolder."""		enemy.heavy_hood	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.094.00	dialogue	94	0	$m0「なあなあ<CR>$xあんたの　仲間になったら<CR>$x楽しいこと　いっぱいあるのか？	"$m0: ""Hey, hey! Will being your ally mean lots of fun things to do?"""		enemy.platypunk	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.094.01	dialogue	94	1	$m0「あー　なんか<CR>$x楽しいこと　ないかなー。	"$m0: ""Oh, isn't there anything fun to do?"""		enemy.platypunk	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.094.02	dialogue	94	2	$m0「戦うのって<CR>$xなんか　あんまり　楽しくないな。<CR>$xそろそろ　あきてきたよ。	"$m0: ""Fighting isn't much fun. I'm getting bored of it."""		enemy.platypunk	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.094.03	dialogue	94	3	$m0「なんだよ。<CR>$xおれの体力が　半分しか<CR>$x残ってないじゃんか。	"$m0: ""What's this? I've only got half my HP left!"""		enemy.platypunk,hp	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.094.04	dialogue	94	4	$m0「やべっ。<CR>$xおれ　そろそろ　まずいんじゃ？<CR>$xにげるが　勝ちか？	"$m0: ""Uh-oh! Am I in trouble? Is running away the smart move?"""		enemy.platypunk	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.094.05	dialogue	94	5	$m0「うわ。<CR>$xこりゃ　やばいって！<CR>$x体力　残ってないってば。	"$m0: ""Whoa! This is bad! I've got no strength left!"""		enemy.platypunk	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.094.06	dialogue	94	6	$m0「おっ。<CR>$xレベルが上がるってのは<CR>$xなかなか　楽しいもんだな。	"$m0: ""Oh! This levelling-up business is quite fun."""		enemy.platypunk	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.094.07	dialogue	94	7	$m0「ふーん。<CR>$x戦っていると　レベルアップ<CR>$xするのか　なるほど……。	"$m0: ""Hmm. So fighting makes you level up. I see..."""		enemy.platypunk	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.095.00	dialogue	95	0	$m0「うるさいなあ。<CR>$xついでに　おまえのクチも<CR>$xふさいでやろうか？	"$m0: ""You're noisy. Shall I shut your mouth while I'm at it?"""		enemy.crack_billed_platypunk	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.095.01	dialogue	95	1	$m0「オイラは　ふつうの<CR>$xももんじゃとは　ちがうんだ。<CR>$xそこんとこ　よろしく！	"$m0: ""I'm no ordinary Platypunk. Remember that!"""		enemy.crack_billed_platypunk,enemy.platypunk	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.095.02	dialogue	95	2	$m0「いてて……。<CR>$xオイラ　戦いには<CR>$x向いてないかも　しれない。	"$m0: ""Ow... Maybe fighting isn't for me."""		enemy.crack_billed_platypunk	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.095.03	dialogue	95	3	$m0「残りの体力は<CR>$x半分くらいしか　ないな。<CR>$xよく　がんばってるほうか。	"$m0: ""Only about half my HP left. I've been doing pretty well, I suppose."""		enemy.crack_billed_platypunk,hp	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.095.04	dialogue	95	4	$m0「こんなとこで<CR>$xオイラ　くたばりたくないよ！<CR>$xなんとか　ならないの？	"$m0: ""I don't want to die here! Can't you do something?"""		enemy.crack_billed_platypunk	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.095.05	dialogue	95	5	$m0「残りの体力が<CR>$xすっかり　なくなってる。<CR>$xここまでかな　オイラは。	"$m0: ""All my strength is gone. Maybe this is as far as I go."""		enemy.crack_billed_platypunk	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.095.06	dialogue	95	6	$m0「おおっ。<CR>$xレベルアップしたみたいだ。<CR>$xやるじゃない　オイラって。	"$m0: ""Oh! I think I've levelled up. Pretty good, aren't I?"""		enemy.crack_billed_platypunk	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.095.07	dialogue	95	7	$m0「なんといっても<CR>$xレベルが上がる　この時が<CR>$xいちばん　生きてるって気がする。	"$m0: ""Nothing makes me feel more alive than the moment my level goes up."""		enemy.crack_billed_platypunk	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.096.00	dialogue	96	0	$m0「りゅ？<CR>$xむりゅりゅりゅ　りる？	"$m0: ""Ryu? Muryuryuryu, riru?"""		enemy.maulusc	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.096.01	dialogue	96	1	$m0「おりゅは<CR>$xなめくじだりゅが　おまえの<CR>$x役に立ちたいんだりゅん。	"$m0: ""I'm a slug, ryu, but I want to be useful to you, ryun."""		enemy.maulusc	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.096.02	dialogue	96	2	$m0「りゅりゅん。<CR>$xりゅりゅっ　りゅるん！	"$m0: ""Ryuryun. Ryuryu! Ryurun!"""		enemy.maulusc	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.096.03	dialogue	96	3	$m0「りゅりゅ？<CR>$xおりゅの体力が　なんだか<CR>$x半分しか　ないんだりゅん。	"$m0: ""Ryuryu? Somehow I've only got half my HP left, ryun."""		enemy.maulusc,hp	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.096.04	dialogue	96	4	$m0「りゅん……。	"$m0: ""Ryun..."""		enemy.maulusc	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.096.05	dialogue	96	5	$m0「うりゅ～。<CR>$xおりゅの体力は　もう　カラっぽ。<CR>$xとけて　なくなりそうりゅん。	"$m0: ""Uryuuu! My strength's all gone. I feel like I'll melt away, ryun."""		enemy.maulusc	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.096.06	dialogue	96	6	$m0「レベりゅアップ。<CR>$xしたりゅりゅん。	"$m0: ""Leve-ryu up! I've done it, ryuryun."""		enemy.maulusc	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.096.07	dialogue	96	7	$m0「りゅーん！<CR>$xレベルが　上がったりゅん。<CR>$xうれしいりゅりゅーん。	"$m0: ""Ryuuun! My level went up, ryun! I'm so happy, ryuryuun!"""		enemy.maulusc	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.097.00	dialogue	97	0	$m0「この　ほうたいの<CR>$x中身　見せてあげよか？<CR>$xえ　見たくない？　あ……そう。	"$m0: ""Want to see what's under these bandages? No? Oh... Right."""		enemy.mummy_boy	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.097.01	dialogue	97	1	$m0「ミイラって<CR>$xどうやって作るか　しってる？<CR>$x……やっぱり　おしえない。	"$m0: ""Do you know how mummies are made? ...Actually, I'm not telling."""		enemy.mummy_boy	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.097.02	dialogue	97	2	$m0「ほ　ほうたいが<CR>$xほどけて　からまって……。<CR>$xもがもが。	"$m0: ""M-my bandages are coming loose and tangling up... Mmph, mmph!"""		enemy.mummy_boy	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.097.03	dialogue	97	3	$m0「体力が　半分しか……。<CR>$xああ　ピラミッドに帰りたい。	"$m0: ""Only half my HP left... Oh, I want to go back to the pyramid."""		enemy.mummy_boy,hp	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.097.04	dialogue	97	4	$m0「ほ　ほうたいが<CR>$xちぎれて　中身が出そう。<CR>$xそうなったら　おしまいだ……。	"$m0: ""M-my bandages are torn. My insides might spill out. If that happens, I'm finished..."""		enemy.mummy_boy	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.097.05	dialogue	97	5	$m0「あああー。<CR>$x体力が　もう残ってない。<CR>$xミイラとりが　ミイラに……。	"$m0: ""Aaah! I've no strength left. The mummy hunter's become a mummy..."""		enemy.mummy_boy	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.097.06	dialogue	97	6	$m0「レベルが<CR>$x上がった記念に　新しい<CR>$xほうたい　巻いてほしいな。	"$m0: ""I'd like some new bandages to celebrate my level going up."""		enemy.mummy_boy	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.097.07	dialogue	97	7	$m0「レベルアップ<CR>$xしたんだよ　すごいだろ？	"$m0: ""I've levelled up! Impressive, isn't it?"""		enemy.mummy_boy	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.098.00	dialogue	98	0	$m0「聞くがよい。<CR>$xわたしの名は　$m1。<CR>$xこの名　忘れるでないぞ。	"$m0: ""Listen well. My name is $m1. Do not forget it."""		enemy.mummy	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.098.01	dialogue	98	1	$m0「こう見えても<CR>$xわたしは　さる王家の者<CR>$xだったのだ。	"$m0: ""I may not look it, but I once belonged to a royal family."""		enemy.mummy	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.098.02	dialogue	98	2	$m0「わたしに<CR>$x手を出すなど　おろかな。<CR>$x呪いが　かかってもしらんぞ。	"$m0: ""Foolish of them to attack me. Don't blame me if they're cursed."""		enemy.mummy	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.098.03	dialogue	98	3	$m0「わたしの体力が<CR>$x半分になって　しまったではないか。<CR>$xおぬし　セキニンをとれよ。	"$m0: ""My HP has fallen to half. You shall take responsibility for this."""		enemy.mummy,hp	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.098.04	dialogue	98	4	$m0「おのれ。<CR>$xわたしを　ここまで<CR>$x追いつめるとは……。	"$m0: ""Curse them! To drive me into such a corner..."""		enemy.mummy	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.098.05	dialogue	98	5	$m0「ない……。<CR>$xわたしの体力が　もう<CR>$x残って　いないのだ！	"$m0: ""Gone... My strength is all gone!"""		enemy.mummy	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.098.06	dialogue	98	6	$m0「レベルが<CR>$x上がったようなのだが<CR>$xレベルとは　何だ？	"$m0: ""It seems my level has risen. But what is a level?"""		enemy.mummy	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.098.07	dialogue	98	7	$m0「ほう！<CR>$xレベルとやらが　上がって<CR>$x少し　強くなったようだぞ。	"$m0: ""Oh! This level thing has risen, and I seem to be a little stronger."""		enemy.mummy	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.099.00	dialogue	99	0	$m0「ぐぎゃーっ。<CR>$xぐぎゃー　ぐぎゃー。	"$m0: ""Gugyaaa! Gugyaa! Gugyaa!"""		enemy.chimaera	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.099.01	dialogue	99	1	$m0「オレって<CR>$x何と何が　まじって出来た<CR>$x生き物　なんだろぎゃ？	"$m0: ""What creatures were mixed together to make me, gya?"""		enemy.chimaera	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.099.02	dialogue	99	2	$m0「ぐぎゅ。<CR>$xぐぎゃぎゃー。	"$m0: ""Gugyu. Gugyagyaa!"""		enemy.chimaera	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.099.03	dialogue	99	3	$m0「えっと。<CR>$x残りの体力が　半分に<CR>$xなっちゃったぎゃ。	"$m0: ""Um... My HP's gone down to half, gya."""		enemy.chimaera,hp	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.099.04	dialogue	99	4	$m0「ぐ……。<CR>$xぐぎぎ……。	"$m0: ""Gu... Gugigi..."""		enemy.chimaera	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.099.05	dialogue	99	5	$m0「残りの体力が<CR>$xなくなりそうぎゃ。<CR>$x地面に　おりたいぎゃあ……。	"$m0: ""I'm nearly out of strength, gya. I want to land on the ground, gyaa..."""		enemy.chimaera	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.099.06	dialogue	99	6	$m0「ぐぎゃっぎゃっ！<CR>$xレベルアップだぎゃっ。	"$m0: ""Gugyagya! Level up, gya!"""		enemy.chimaera	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.099.07	dialogue	99	7	$m0「おおっ。<CR>$xレベルが　上がってしまったぎゃっ！	"$m0: ""Oh! My level's gone up, gya!"""		enemy.chimaera	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.100.00	dialogue	100	0	$m0「やあ。<CR>$xボクが　スターの中のスターさ。<CR>$xサインなら　あとでね。	"$m0: ""Hello there. I'm a star among stars! Autographs later, please."""		enemy.cosmic_chimaera	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks. Star/celebrity voice retained under Cosmic chimaera; no literal Star chimaera rename.
companion.dialogue.100.01	dialogue	100	1	$m0「並のキメラとは<CR>$xちがうところを　見せてあげよう！	"$m0: ""I'll show you how I'm different from an ordinary Chimaera!"""		enemy.chimaera,enemy.cosmic_chimaera	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks. Star/celebrity voice retained under Cosmic chimaera; no literal Star chimaera rename.
companion.dialogue.100.02	dialogue	100	2	$m0「ボクの<CR>$xスピードが　見切られてる？<CR>$xでも　まだまだだね！	"$m0: ""They can keep up with my speed? They've still got a way to go!"""		enemy.cosmic_chimaera	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks. Star/celebrity voice retained under Cosmic chimaera; no literal Star chimaera rename.
companion.dialogue.100.03	dialogue	100	3	$m0「ボクの<CR>$x体力が　半分しか残ってない！<CR>$xこんなことが　ゆるされるのか！？	"$m0: ""I've only got half my HP left! How can this be allowed!?"""		enemy.cosmic_chimaera,hp	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks. Star/celebrity voice retained under Cosmic chimaera; no literal Star chimaera rename.
companion.dialogue.100.04	dialogue	100	4	$m0「スターである<CR>$xこのボクが　なぜ　こんな<CR>$xヒドい目に……。	"$m0: ""Why should a star like me have to suffer like this...?"""		enemy.cosmic_chimaera	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks. Star/celebrity voice retained under Cosmic chimaera; no literal Star chimaera rename.
companion.dialogue.100.05	dialogue	100	5	$m0「そんな！<CR>$xボクの体力が　なくなるっ。<CR>$xつまり　それは……ああ……。	"$m0: ""No! My strength's running out! Which means... Oh..."""		enemy.cosmic_chimaera	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks. Star/celebrity voice retained under Cosmic chimaera; no literal Star chimaera rename.
companion.dialogue.100.06	dialogue	100	6	$m0「ふっ。<CR>$xどうやら　レベルが<CR>$x上がってしまったよ。	"$m0: ""Heh. It seems my level has gone up."""		enemy.cosmic_chimaera	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks. Star/celebrity voice retained under Cosmic chimaera; no literal Star chimaera rename.
companion.dialogue.100.07	dialogue	100	7	$m0「どうだい？<CR>$xレベルアップした　このボクは。<CR>$x美しいだろう！	"$m0: ""Well? How do I look after levelling up? Beautiful, aren't I?"""		enemy.cosmic_chimaera	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks. Star/celebrity voice retained under Cosmic chimaera; no literal Star chimaera rename.
companion.dialogue.101.00	dialogue	101	0	$m0「メイジキメラの<CR>$xメイジとは　魔法つかいという<CR>$x意味なんじゃよ。	"$m0: ""The Hocus in Hocus chimaera means we're versed in hocus-pocus, you know."""		enemy.chimaera,enemy.hocus_chimaera	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks. Japanese explains メイジ as magic-user; adapted to Hocus/hocus-pocus around the modern species name.
