id	family	japanese	full_english	display	term_ids	evidence	notes
service.00c3f8d4	message	"＊「では　コインを　$d0枚
$xお渡しいたします。"	Here are your $d0 tokens.		service.tokens	https://www.nintendo.com/eu/media/downloads/games_8/emanuals/nintendo_3ds_2/dragonquest7/ElectronicManual_Nintendo3DS_DragonQuest7_EN.pdf	Independently translated from the pinned Japanese source; original service mechanics and substitutions retained.
service.00c3f904	message	"＊「ありがとうございました。
$xご幸運を　お祈りいたします。"	Thank you! Best of luck!			Independent Torneko 3 Japanese-source translation	Independently translated from the pinned Japanese source; original service mechanics and substitutions retained.
service.00c3f940	message	＊「いかんねえ ガキは いかんねえ	No, no! No children allowed!			Independent Torneko 3 Japanese-source translation	Independently translated from the pinned Japanese source; original service mechanics and substitutions retained.
service.00c3f964	message	"＊「景品こうかん所へ　ようこそ。
$xお客さまの　コインを
$xステキな景品に　こうかんします。"	Welcome to the prize counter! Trade your tokens for wonderful prizes here.		service.tokens	https://www.nintendo.com/eu/media/downloads/games_8/emanuals/nintendo_3ds_2/dragonquest7/ElectronicManual_Nintendo3DS_DragonQuest7_EN.pdf	Independently translated from the pinned Japanese source; original service mechanics and substitutions retained.
service.00c3f9c8	message	どちらの　景品を　おのぞみですか？	Which prize would you like?			Independent Torneko 3 Japanese-source translation	Independently translated from the pinned Japanese source; original service mechanics and substitutions retained.
service.00c3f9ec	label	交換	Exchange			Independent Torneko 3 Japanese-source translation	Independently translated from the pinned Japanese source; original service mechanics and substitutions retained.
service.00c3f9f4	message	"＊「$i0ですか？
$x残念ですが　そちらには
$xコイン枚数が　足りないようです。"	$i0? I'm sorry, but you do not have enough tokens for that prize.		service.tokens	https://www.nintendo.com/eu/media/downloads/games_8/emanuals/nintendo_3ds_2/dragonquest7/ElectronicManual_Nintendo3DS_DragonQuest7_EN.pdf	Independently translated from the pinned Japanese source; original service mechanics and substitutions retained.
service.00c3fa40	message	"＊「$i0ですね。
$xそちらは　コイン　$d0枚と
$xこうかんですが　よろしいですか？"	$i0 costs $d0 tokens. Would you like to exchange them?		service.tokens	https://www.nintendo.com/eu/media/downloads/games_8/emanuals/nintendo_3ds_2/dragonquest7/ElectronicManual_Nintendo3DS_DragonQuest7_EN.pdf	Independently translated from the pinned Japanese source; original service mechanics and substitutions retained.
service.00c3fa90	message	"＊「あら？　こまりましたわ。
$x$tさまは
$x持ち物が　いっぱいのようです。"	Oh dear! $t, your inventory seems to be full.		torneko;enemy_tipper	https://gamefaqs.gamespot.com/ps/374986-torneko-the-last-hope/faqs/11107;https://dragon-quest.org/wiki/Tipper_Taloon	Independently translated from the pinned Japanese source; original service mechanics and substitutions retained.
service.00c3fadc	message	"＊「では　確かに
$x$d0枚のコインと
$xこうかん　させていただきます。"	I'll take $d0 tokens in exchange, then.		service.tokens	https://www.nintendo.com/eu/media/downloads/games_8/emanuals/nintendo_3ds_2/dragonquest7/ElectronicManual_Nintendo3DS_DragonQuest7_EN.pdf	Independently translated from the pinned Japanese source; original service mechanics and substitutions retained.
service.00c3fb20	message	"＊「ありがとうございました。
$xまた　ぜひ　ご利用ください。"	Thank you! Please come again!			Independent Torneko 3 Japanese-source translation	Independently translated from the pinned Japanese source; original service mechanics and substitutions retained.
service.00c3fb6c	row	コイン $d0枚	Tokens $d0		service.tokens	https://www.nintendo.com/eu/media/downloads/games_8/emanuals/nintendo_3ds_2/dragonquest7/ElectronicManual_Nintendo3DS_DragonQuest7_EN.pdf	Independently translated from the pinned Japanese source; original service mechanics and substitutions retained.
service.00c3fb7c	row	お金 $d1Ｇ	Gold $d1G			Independent Torneko 3 Japanese-source translation	Independently translated from the pinned Japanese source; original service mechanics and substitutions retained.
service.00c3fb88	row	お金 $d1Ｇ コイン $d0枚	Gold $d1G Tokens $d0		service.tokens	https://www.nintendo.com/eu/media/downloads/games_8/emanuals/nintendo_3ds_2/dragonquest7/ElectronicManual_Nintendo3DS_DragonQuest7_EN.pdf	Independently translated from the pinned Japanese source; original service mechanics and substitutions retained.
service.00c411b0	small	戦闘	Battle	Bout	service.battle	Independent Torneko 3 Japanese-source translation	Independently translated from the pinned Japanese source; original service mechanics and substitutions retained. Four-byte $j2 context field at 02008E38; full term retained separately from display.
service.00c41acc	small	戦闘	Battle	Bout	service.battle	Independent Torneko 3 Japanese-source translation	Independently translated from the pinned Japanese source; original service mechanics and substitutions retained. Four-byte $j2 context field at 02008E38; full term retained separately from display.
