id	japanese	full_english	glossary_references	notes
village.009d5994	＊「はじめまして　旅のお方。<LF><TAB>私は　族長の孫娘<LF><TAB>イネス　といいます。	"???: ""Pleased to meet you, traveller. I am Ines, the chief's granddaughter."""	role.village_chief,enemy_ines	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009d5a34	＊「ガムランさまに　まずい食事を<LF><TAB>お出しするわけには　いかないし。<LF><TAB>ぶつぶつ……	"???: ""I can't serve Master Gamlan a poor meal, now can I? Grumble, grumble..."""	character.gamlan	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009d5a88	＊「やれ　忙しい……　しんせんな魚が<LF><TAB>とれなくなってしまったから<LF><TAB>お料理も　工夫しなきゃねえ。	"???: ""So much to do... With no fresh fish being caught, I'll have to get creative."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009d5b38	族長「村の外には　謎の迷宮の入り口が<LF><TAB>とつぜん現れ　旅人を　闇の底へ<LF><TAB>引きずり込むと　言われていますのでのう。　	"Chief: ""They say strange mazes appear outside the village, dragging travellers below."""	role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009d5bac	族長「いいですかな　トルネコどの。<LF><TAB>不安なのは　分かりますが　決して<LF><TAB>この村から　出ては　いけませんぞ。	"Chief: ""Listen, Torneko. I know you are anxious, but you must not leave this village."""	torneko,role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009d5ea8	イネス「はい！　おじいさま！	"Ines: ""Yes, Grandfather!"""	enemy_ines	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009d5ec8	族長「イネスや　お前も　わしといっしょに<LF><TAB>来るのじゃ。　いいな？	"Chief: ""Ines, you are coming with me. Understood?"""	role.village_chief,enemy_ines	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009d5f0c	族長「すまぬが　今しばらく<LF><TAB>お待ちいただけないじゃろうか。	"Chief: ""I am sorry, but could you wait a little longer?"""	role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009d5f48	族長「ともかく　今は　北のほこらに行って<LF><TAB>神の像をたしかめなくては　ならん。	"Chief: ""For now, I must go to the northern shrine and examine the statue."""	role.village_chief,place.shrine_of_the_gods	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009d5f98	族長「ポポロどのを　助ける方法が<LF><TAB>思いあたらなくも　ないのだが……	"Chief: ""I may know a way to help Tipper, but..."""	enemy_tipper,role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009d5fdc	族長「トルネコどの。<LF><TAB>これは　ただならぬことが<LF><TAB>起きたようじゃ。	"Chief: ""Torneko. Something most alarming seems to have happened."""	torneko,role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009d6020	族長「なんということじゃ……。<LF><TAB>まさか　あの嵐は……	"Chief: ""How could this be...? Could that storm have been...?"""	role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009d6058	族長「な　なんじゃと！？<LF><TAB>神の像が　倒れたと！？	"Chief: ""W-what?! The sacred statue has fallen?!"""	role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009d608c	＊「われらの　神の像が……<LF><TAB>あの嵐で…　た　た　倒れました！	"???: ""The statue of our god... In the storm... It f-f-fell over!"""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009d60cc	＊「そ　それが　大変なんです！<LF><TAB>今朝　北のほこらの様子を<LF><TAB>調べにいったところ……	"???: ""S-something terrible! I went to check the northern shrine this morning..."""	place.shrine_of_the_gods	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009d6120	族長「むっ？　なにごとじゃ！<LF><TAB>今は　トルネコどのと　大事な<LF><TAB>話をしているところなのだぞ。	"Chief: ""Hmm? What is it? I am discussing something important with Torneko!"""	torneko,role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009d617c	＊「はあ　はあ！<LF><TAB>ぞ　族長さま～！	"???: ""Huff... Puff... Ch-chief!"""	role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009d61a0	族長「いったい　なんとしたことか……	"Chief: ""What on earth could have happened...?"""	role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009d61c8	族長「なんと！　あれから　ずっと<LF><TAB>目を覚まさなかったと　申されるか！	"Chief: ""What?! You mean he has not woken up since then?"""	role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009d6210	族長「うん？　息子さんが<LF><TAB>まだ　眠ったままですと？	"Chief: ""Hmm? Your son is still asleep?"""	role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009d6244	族長「おお　トルネコどの！<LF><TAB>いったい　どうなされた？　そんなに<LF><TAB>心配そうなカオを　して……	"Chief: ""Ah, Torneko! What is the matter? You look so worried..."""	torneko,role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009d6478	族長「持ちものや　お金は　魔物に<LF><TAB>うばわれても　たたかいの経験は<LF><TAB>きっと　生かされるでしょうからのう。	"Chief: ""Monsters may take your money and belongings, but your battle experience remains."""	role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009d64e0	族長「もし　道中　チカラつきることが<LF><TAB>あっても　あきらめずに<LF><TAB>進むことじゃ。	"Chief: ""Even if you collapse along the way, do not give up. Keep trying."""	role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009d6530	族長「どうやら　旅なれた　あなたのこと<LF><TAB>あまり　余計なことは　言うまいが……	"Chief: ""You are an experienced traveller. I shall spare you needless advice, but..."""	role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009d6580	族長「おお　トルネコどの。<LF><TAB>いよいよ　出発されるのですな。	"Chief: ""Ah, Torneko. So you are setting off at last."""	torneko,role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009d65f4	イネス「もし　ロサが　ごめいわくを<LF><TAB>おかけするようでしたら　えんりょなく<LF><TAB>おっしゃってくださいね。	"Ines: ""If Rosa causes you any trouble, please do not hesitate to tell me."""	enemy_rosa,enemy_ines	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009d6658	イネス「トルネコさんに　バリナボの神の<LF><TAB>ご加護が　ありますように。	"Ines: ""May the god of Barinabo watch over you, Torneko."""	torneko,enemy_ines,place.barinabo	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009d66f4	ロサ「また　ガムランじいさまの前で<LF><TAB>勉強とは……。　トルネコさんとの旅が<LF><TAB>なつかしいよ。　とほほ。	"Rosa: ""Back to studying under Grandpa Gamlan... I miss our travels, Torneko. Sigh."""	torneko,character.gamlan,enemy_rosa	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009d6758	ロサ「あ～あ。　ガムランじいさまの前で<LF><TAB>勉強かよ……。	"Rosa: ""Aww... Studying under Grandpa Gamlan again..."""	character.gamlan,enemy_rosa	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009d6998	族長「それが　真実のトビラの向こう<LF><TAB>でのことだったのなら　ともかく<LF><TAB>どうか　お気になさらず。	"Chief: ""If it happened beyond the Gate of Truth... Well, please do not trouble yourself."""	role.village_chief,lore.gate_of_truth	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Related return conversation; not claimed to occur before first departure.
village.009d69f8	族長「しかし　もう　ずいぶん<LF><TAB>昔のことじゃ。　おそらく<LF><TAB>人ちがいでしょう。	"Chief: ""But that was long ago. You probably heard about someone else."""	role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Related return conversation; not claimed to occur before first departure.
village.009d6a44	族長「分からなくなるほどの<LF><TAB>荒れようでした。　まるで　あくまの<LF><TAB>しわざのようでしたな。	"Chief: ""...That was how fierce it was. It was as though a demon were behind it."""	role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Related return conversation; not claimed to occur before first departure.
village.009d6a9c	族長「あれは　ひどい嵐でしてな。<LF><TAB>いったい　われわれが　助かったのか<LF><TAB>娘と娘ムコが　助かったのか……	"Chief: ""Such a fierce storm... Had we survived, or my daughter and her husband? I could not tell..."""	role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Related return conversation; not claimed to occur before first departure.
village.009d6b04	族長「たしかに　ヴィオラというのは<LF><TAB>かつて　大嵐で　生き別れになった<LF><TAB>わしの娘ですが……	"Chief: ""Yes, Viola is my daughter. A great storm separated us long ago..."""	role.village_chief,character.viola	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Related return conversation; not claimed to occur before first departure.
village.009d6b60	族長「ん？　なんですと？<LF><TAB>旅のとちゅうで　ヴィオラについての<LF><TAB>話を聞いたと？	"Chief: ""Hmm? What is that? You heard something about Viola on your journey?"""	role.village_chief,character.viola	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Related return conversation; not claimed to occur before first departure.
village.009d6bb0	族長「おお　トルネコどの<LF><TAB>もどられましたか。　旅の調子は<LF><TAB>どうですかな？	"Chief: ""Ah, Torneko, you have returned. How are your travels going?"""	torneko,role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Related return conversation; not claimed to occur before first departure.
village.009d6bfc	族長「それでは　トルネコどの<LF><TAB>どうぞ　お気をつけて。　そなたに<LF><TAB>バリナボの神の　ご加護を。	"Chief: ""Take care, Torneko. May the god of Barinabo watch over you."""	torneko,role.village_chief,place.barinabo	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009d6c58	ロサに　代わって<LF>イネスが　仲間に　くわわった！	Ines joined the party in Rosa's place!	enemy_rosa,enemy_ines	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009d6c88	イネス「トルネコさん。　今度は　私が<LF><TAB>がんばって　お供しますので<LF><TAB>よろしく　お願いいたします。	"Ines: ""I shall do my best to help you on your journey this time, Torneko."""	torneko,enemy_ines	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009d6ce8	イネス「まったく　ロサったら。<LF><TAB>トルネコさんとの旅を　修行だと<LF><TAB>思ってなかったでしょ。	"Ines: ""Honestly, Rosa! You never thought of travelling with Torneko as training, did you?"""	torneko,enemy_rosa,enemy_ines	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009d6d40	ロサ「ちぇっ。　つまんねえの。<LF><TAB>また　村で　修行かよ……。	"Rosa: ""Tch. No fun at all. Back to training in the village..."""	enemy_rosa	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009d6d7c	族長「うむ。　では　ロサや<LF><TAB>お前の役目は　ここまでじゃ。<LF><TAB>さあ　イネスと交代しなさい。	"Chief: ""Very well, Rosa. Your task is over. Let Ines take your place."""	role.village_chief,enemy_rosa,enemy_ines	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009d6dd4	族長「では　トルネコどの<LF><TAB>お気をつけて。　そなたに<LF><TAB>バリナボの神の　ご加護を。	"Chief: ""Take care, Torneko. May the god of Barinabo watch over you."""	torneko,role.village_chief,place.barinabo	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009d6e24	族長「わかりました。<LF><TAB>そこまで　おっしゃるのでしたら<LF><TAB>このまま　ロサを　お供させましょう。	"Chief: ""Very well. If you insist, Rosa shall continue to accompany you."""	role.village_chief,enemy_rosa	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009d6e80	族長「では　やはり　ロサの代わりに<LF><TAB>イネスを　お供させるということで<LF><TAB>よろしいですな？	"Chief: ""Then you would like Ines to take Rosa's place. Is that right?"""	role.village_chief,enemy_rosa,enemy_ines	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Original Yes/No meaning and defaults retained.
village.009d6ed8	族長「うむ。　そうでしょうとも。	"Chief: ""Yes. I thought as much."""	role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009d6efc	族長「では　イネスより　苦労が多くとも<LF><TAB>このまま　ロサを　お連れになる<LF><TAB>覚悟を　お持ちですか？	"Chief: ""Are you willing to keep Rosa with you, even if he makes things harder than Ines?"""	role.village_chief,enemy_rosa,enemy_ines	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Original Yes/No meaning and defaults retained.
village.009d6f5c	族長「ほほう。　多少は　ロサでも<LF><TAB>お役に立つのですか。	"Chief: ""Oh? So even Rosa is of some use to you."""	role.village_chief,enemy_rosa	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009d6f94	族長「ここで　置いていかれると　ロサは<LF><TAB>ヘソを曲げて　もう　お供はしないと<LF><TAB>思いますが　よろしいですな？	"Chief: ""If you leave Rosa here, he may sulk and never join you again. Is that all right?"""	role.village_chief,enemy_rosa	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Original Yes/No meaning and defaults retained.
village.009d7000	族長「やはり　ロサには無理でしたな……。<LF><TAB>では　イネスを　代わりに<LF><TAB>行かせましょう。	"Chief: ""It was too much for Rosa after all... I shall send Ines in his place."""	role.village_chief,enemy_rosa,enemy_ines	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009d7058	族長「それでは　今後も　ロサを<LF><TAB>お供させましょう。　トルネコどのに<LF><TAB>バリナボの神の　ご加護を。	"Chief: ""Then Rosa shall stay with you. May the god of Barinabo watch over you, Torneko."""	torneko,role.village_chief,enemy_rosa,place.barinabo	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009d70b8	族長「もし　おのぞみであれば<LF><TAB>ロサではなく　イネスを　お供に<LF><TAB>行かせましょうか？	"Chief: ""If you wish, shall I send Ines to accompany you instead of Rosa?"""	role.village_chief,enemy_rosa,enemy_ines	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Original Yes/No meaning and defaults retained.
village.009d710c	族長「ことさら　ロサを連れていては<LF><TAB>大変　足手まといなのでは<LF><TAB>ありませぬか？	"Chief: ""Surely having Rosa with you is a terrible burden?"""	role.village_chief,enemy_rosa	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009d715c	族長「あまり　お役に立てず<LF><TAB>申しわけないが　せめて　ここに<LF><TAB>いる間は　くつろいでくだされ。	"Chief: ""I am sorry I cannot help more. At least make yourself comfortable while here."""	role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009d71b8	族長「はるか北への　道は<LF><TAB>さぞかし　けわしく<LF><TAB>きびしいものでしょうな。	"Chief: ""The journey far to the north must be very long and difficult."""	role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009d7200	族長「おお　トルネコどの！<LF><TAB>よくぞ　もどられた。	"Chief: ""Ah, Torneko! Welcome back!"""	torneko,role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009e178c	カベには　地図が　かけられている。<LF>南の方に　小さく描かれているのが<LF>この島のようだ。	A map hangs on the wall. The small island drawn far to the south seems to be this one.		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009e192c	＊「ポポロちゃん　起きたのかい？<LF><TAB>朝ごはんが　できてますよ。<LF><TAB>下に　おりていらっしゃい。	"???: ""Are you awake, Tipper? Breakfast is ready. Come downstairs!"""	enemy_tipper	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009e1a10	ロサ「あ～あ。　オイラも　はやく<LF><TAB>この　ちっぽけな村から<LF><TAB>出て行きたいよ。	"Rosa: ""Ahh... I can't wait to get out of this tiny village."""	enemy_rosa	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009e1a5c	ロサ「なあ　なあ　トルネコさんは<LF><TAB>ずっと　遠くの　都会の町から<LF><TAB>来たんだろ？	"Rosa: ""Hey, Torneko. You came from a big town far away, right?"""	torneko,enemy_rosa	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.009e1aac	＊「オイラは　族長ガムランの　孫息子<LF><TAB>ロサ　ってんだ。　よろしくな。	"???: ""I'm Rosa, Chief Gamlan's grandson. Nice to meet you!"""	role.village_chief,character.gamlan,enemy_rosa	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009e1af4	＊「たしか　トルネコさんとか<LF><TAB>いったよな？	"???: ""Torneko, wasn't it?"""	torneko	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009e1b20	＊「あっ！？　べ　勉強なら　今<LF><TAB>やろうと思ってたところさ……　って<LF><TAB>なんだ　あんた　旅の人か。	"???: ""Wha?! I-I was just about to study... Oh, it's you, traveller."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009e1ba0	＊「あらあら　ロサぼっちゃんは　また<LF><TAB>お勉強をさぼって　ぬけ出したりして。<LF><TAB>まったく　しょうがないねえ。	"???: ""Oh dear. Master Rosa has sneaked off instead of studying again. That boy!"""	enemy_rosa	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009e1c2c	＊「あたしゃ　ふたりの　おマゴさまの<LF><TAB>お世話をするのが　楽しみなのに<LF><TAB>やれ　さみしくなりますわねえ。	"???: ""Looking after those two grandchildren is such a joy. It will be lonely here."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009e1cbc	＊「うちの　息子は　外ばっかり<LF><TAB>旅していて　帰ってきやしませんのよ。	"???: ""My own son is always off travelling. He never comes home."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009e1d04	＊「家族が　いっしょに　暮らすって<LF><TAB>ほんに　いいことですわ。	"???: ""It really is lovely for a family to live together."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009e1f14	ベッドが　ある。<LF>ここで　休ませてもらいますか？	There is a bed here. Will you rest in it?		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Original Yes/No meaning and defaults retained.
village.009ea22c	＊「海の　神さまでも<LF><TAB>お怒りになったのかねえ。	"???: ""Perhaps the god of the sea is angry with us."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009ea25c	＊「まったく　なんてことだい！？<LF><TAB>大事な畑が　こんなに荒れちゃって！	"???: ""What a disaster! My precious field is ruined!"""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009ea2dc	＊「あ～ムリムリ！<LF><TAB>オレらの小舟じゃ　とても<LF><TAB>そんな遠くには　行けないよ。	"???: ""No chance! Our little boats could never take you that far."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009ea328	＊「……え？　小舟を作れば<LF><TAB>ほかの場所へ行けるかって？	"???: ""Eh? Could we build a boat to take you somewhere else?"""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009ea360	＊「もう　おしまいだ……<LF><TAB>家の屋根が飛ばされるなんて……。<LF><TAB>漁の小舟を作り直す気力もないよ。	"???: ""It's all over... The roof blew off my house. I can't face rebuilding my boat too."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009ea3d8	＊「あたしを　都会の島から<LF><TAB>連れ出したときの　調子のいいセリフは<LF><TAB>なんだったのかしら。	"???: ""What happened to all his sweet talk when he whisked me away from my island city?"""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009ea430	＊「この人ったら　すっかり<LF><TAB>気力を　なくしちゃって。	"???: ""He's lost all his get-up-and-go."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009ea4a0	＊「それに　いつも　オモチャを<LF><TAB>もち歩いてさ。　もう<LF><TAB>子どもじゃないのに　変だよね。	"???: ""And he always carries toys around. He's not a little kid any more! Weird, huh?"""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009ea4f8	＊「ロサって　ふたごの　おねえちゃんの<LF><TAB>イネスとはちがって　ワガママだから<LF><TAB>気をつけた方がいいよっ。	"???: ""Rosa's selfish, unlike his older twin sister Ines. You'd better watch out!"""	enemy_rosa,enemy_ines	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009ea560	＊「あっ　旅の人だ！<LF><TAB>族長さまのところの　ロサにいちゃんに<LF><TAB>もう　会った？	"???: ""Oh, the traveller! Have you met Rosa yet? He lives at the chief's house."""	role.village_chief,enemy_rosa	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source. Original Yes/No meaning and defaults retained.
village.009ea5cc	＊「にゃ～ん。	"???: ""Meow!"""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009ea5f4	＊「今は　危険ですから　誰も<LF><TAB>村の外に　出さないようにとの<LF><TAB>族長さまの　命令ですわ。	"???: ""The chief ordered us not to let anyone leave the village. It is too dangerous."""	role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009ea64c	＊「ここは　南の果て　バリナボの村。	"???: ""This is Barinabo Village, at the far southern edge of the world."""	place.barinabo	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009ea78c	＊「こちらが　族長さまの　お屋敷です。<LF><TAB>どうぞ　お入りください。	"???: ""This is the chief's house. Please go inside."""	role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009ea7d0	＊「族長さまが　お呼びですので<LF><TAB>どうぞ　こちらへ。	"???: ""The chief would like to see you. This way, please."""	role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009ea804	＊「おお　目が覚めたようですね。<LF><TAB>ちょうどよかった。	"???: ""Ah, you are awake. Just in time."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009ea914	＊「それが　あのはげしい嵐と共に<LF><TAB>現れるなんて　なにやら<LF><TAB>不思議な　めぐり合わせですね。	"???: ""For you to arrive with that fierce storm... What a strange turn of fate."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009ea970	＊「旅の人が　やってくることなど<LF><TAB>もう　なん十年も　ありませんでした。	"???: ""It has been decades since any travellers came here."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009ea9b8	＊「ここは　はるか南の果ての<LF><TAB>忘れ去られた島　バリナボにある<LF><TAB>ただひとつの村。	"???: ""This is the only village on Barinabo, a forgotten island in the far south."""	place.barinabo	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
