id	family	row	field	japanese	full_english	display	glossary_references	wording_status	notes
ally.dialogue.013.6	dialogue	13	6	$m0「ふふっ。<CR>$xレベルが上がったオレに<CR>$xこわいものは　ないぜ！	"$m0: ""Heh heh! Now that I've levelled up, I've got nothing to fear!"""		enemy.bodkin_fletcher	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.013.7	dialogue	13	7	$m0「レベルアップ？<CR>$xそんなの　しなくても<CR>$xオレは　強いのにな。	"$m0: ""Level up? I was strong enough without it."""		enemy.bodkin_fletcher	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.014.0	dialogue	14	0	$m0「おいらの弓で<CR>$x射抜けないものは　ないワン！	"$m0: ""There's nothing my bow can't pierce! Woof!"""		enemy_sniping_barksman	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.014.1	dialogue	14	1	$m0「空からの　弓矢は<CR>$xなかなか　よけられないワン！<CR>$xうちまくるワン～！	"$m0: ""Arrows from the sky aren't easy to dodge! I'll keep firing! Woof!"""		enemy_sniping_barksman	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.014.2	dialogue	14	2	$m0「ちょっと　痛いけど<CR>$xこのくらいのキズ　たいしたこと<CR>$xないワン！	"$m0: ""It hurts a little, but scratches like these are nothing! Woof!"""		enemy_sniping_barksman	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.014.3	dialogue	14	3	$m0「おいらの体力が<CR>$x残り半分を　切ったワン！<CR>$xでも　うちまくるワン！！	"$m0: ""I'm below half my HP! But I'll keep firing! Woof!"""		enemy_sniping_barksman,hp	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.014.4	dialogue	14	4	$m0「おいら　そろそろ<CR>$xダメかもしれないワン……。	"$m0: ""I might be about to give out... Woof..."""		enemy_sniping_barksman	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.014.5	dialogue	14	5	$m0「もう　弓を引く<CR>$x体力が　残ってないワン……。	"$m0: ""I haven't got the strength to draw my bow any more... Woof..."""		enemy_sniping_barksman	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.014.6	dialogue	14	6	$m0「やったワン！<CR>$xレベルアップだワン！	"$m0: ""I did it! Woof! Level up! Woof!"""		enemy_sniping_barksman	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.014.7	dialogue	14	7	$m0「まだまだ！<CR>$xおいら　もっと強くなりたいワン！	"$m0: ""Not yet! I want to get even stronger! Woof!"""		enemy_sniping_barksman	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.015.0	dialogue	15	0	$m0「ゴーレムー。	"$m0: ""Gooolem!"""		enemy.golem	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.015.1	dialogue	15	1	$m0「オラ<CR>$xパワー　自信　ある。	"$m0: ""Me strong. Me know it."""		enemy.golem	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.015.2	dialogue	15	2	$m0「ゴ……。<CR>$xフンガーフンガー。	"$m0: ""Goh... Hrrngh! Hrrngh!"""		enemy.golem	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.015.3	dialogue	15	3	$m0「フンガー。<CR>$x体力　減った。	"$m0: ""Hrrngh. HP gone down."""		enemy.golem,hp	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.015.4	dialogue	15	4	$m0「……。	"$m0: ""..."""		enemy.golem	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.015.5	dialogue	15	5	$m0「ゴ……。<CR>$x体力　ない　死ぬ。	"$m0: ""Goh... No strength. Me die."""		enemy.golem	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.015.6	dialogue	15	6	$m0「ゴゴゴ……。<CR>$xゴーーーレムーーーーー！	"$m0: ""Go-go-go... GOOOLEM!"""		enemy.golem	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.015.7	dialogue	15	7	$m0「レベル　アップ。	"$m0: ""Level. Up."""		enemy.golem	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.016.0	dialogue	16	0	$m0「おれ　殴るしか<CR>$xできないけど　がんばる。	"$m0: ""Me only know how to punch. But me try hard."""		enemy.stone_golem	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.016.1	dialogue	16	1	$m0「おれ　チカラある。<CR>$x身体も　石だから　カタい。	"$m0: ""Me strong. Body stone, so me hard too."""		enemy.stone_golem	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.016.2	dialogue	16	2	$m0「身体　けずれた。<CR>$xでも　おれ　まだ平気。	"$m0: ""Body chipped. Me still all right."""		enemy.stone_golem	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.016.3	dialogue	16	3	$m0「やられた。<CR>$x体力　半分になってる。	"$m0: ""They got me. HP down to half."""		enemy.stone_golem,hp	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.016.4	dialogue	16	4	$m0「ぐう……。<CR>$x身体　いっぱいけずれた。<CR>$x立つのが　やっと。	"$m0: ""Ugh... Body badly chipped. Can barely stand."""		enemy.stone_golem	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.016.5	dialogue	16	5	$m0「体力ない。<CR>$xおれ　もうすぐ　こわれる。	"$m0: ""No strength. Me break soon."""		enemy.stone_golem	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.016.6	dialogue	16	6	$m0「おれ<CR>$xレベル　上がった。	"$m0: ""Me level went up."""		enemy.stone_golem	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.016.7	dialogue	16	7	$m0「レベルが<CR>$x上がると　なにか　いいこと<CR>$xあるのか？	"$m0: ""Anything good happen when level goes up?"""		enemy.stone_golem	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.017.0	dialogue	17	0	$m0「オラの身体は<CR>$xきんきらきん。<CR>$xキレイ　キレイ。	"$m0: ""Me body all shiny gold. Pretty, pretty!"""		combined_item_341	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.017.1	dialogue	17	1	$m0「オラの身体<CR>$x金で　できてるから<CR>$xキレイだぞ。	"$m0: ""Me body made of gold. That why me pretty."""		combined_item_341	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.017.2	dialogue	17	2	$m0「オラの身体の<CR>$xかがやきが……。	"$m0: ""Me body's shine..."""		combined_item_341	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.017.3	dialogue	17	3	$m0「オラの体力が<CR>$x半分に　なっちゃったぞ。<CR>$xどうしよう……。	"$m0: ""Me HP down to half. What me do...?"""		combined_item_341,hp	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.017.4	dialogue	17	4	$m0「オラ<CR>$xもう　ダメだ……。	"$m0: ""Me... Me done for..."""		combined_item_341	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.017.5	dialogue	17	5	$m0「オラの体力が<CR>$xもう　なくなっちゃう。<CR>$xただの金のかたまりに……。	"$m0: ""Me strength almost gone. Soon just a lump of gold..."""		combined_item_341	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.017.6	dialogue	17	6	$m0「レベルが<CR>$x上がった　きんきらりん。	"$m0: ""Level went up! Glitter, glitter!"""		combined_item_341	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.017.7	dialogue	17	7	$m0「よし。<CR>$xオラ　レベルが上がったぞ。<CR>$xうれしいなあ。	"$m0: ""Good! Me level went up. Me happy!"""		combined_item_341	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.018.0	dialogue	18	0	$m0「ん？　なになに。<CR>$xホイミして　ほしいの？	"$m0: ""Hmm? What's that? Would you like me to cast Heal?"""		enemy.healslime,spell.heal	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.018.1	dialogue	18	1	$m0「ボクの<CR>$xホイミを使えば　みんなの体力を<CR>$x回復して　あげられるよ！	"$m0: ""With my Heal spell, I can restore everyone's HP!"""		enemy.healslime,hp,spell.heal	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.018.2	dialogue	18	2	$m0「うーん……<CR>$x自分にも　ホイミかけたいけど<CR>$xみんなのためにしか　使わないんだぞ。	"$m0: ""Hmm... I'd like to cast Heal on myself, but I only use it for everyone else."""		enemy.healslime,spell.heal	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.018.3	dialogue	18	3	$m0「ボクの体力<CR>$xだいぶ　減ってきちゃったなあ。<CR>$xボクにも　ホイミしてくれないかな。	"$m0: ""My HP's getting pretty low. Couldn't someone cast Heal on me too?"""		enemy.healslime,hp,spell.heal	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.018.4	dialogue	18	4	$m0「ごめんね。<CR>$x今は　よゆうなくて　キミに<CR>$xホイミ　かけられないかも。	"$m0: ""Sorry. I'm in such a bad way, I might not be able to cast Heal on you."""		enemy.healslime,spell.heal	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.018.5	dialogue	18	5	$m0「……ごめんね　ボク<CR>$xそろそろ　ダメみたい。<CR>$xホイミ　もっと　したかったな。	"$m0: ""...Sorry. I don't think I'll last much longer. I wanted to cast Heal some more."""		enemy.healslime,spell.heal	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.018.6	dialogue	18	6	$m0「ふう　やっと<CR>$xレベルが　上がったよ。	"$m0: ""Phew! I finally went up a level."""		enemy.healslime	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.018.7	dialogue	18	7	$m0「レベルが<CR>$x上がるって　とっても<CR>$xうれしいよね～。	"$m0: ""Going up a level feels wonderful, doesn't it?"""		enemy.healslime	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.019.0	dialogue	19	0	$m0「べホマって<CR>$xとっても　いいよね。<CR>$x体力　ばっちり回復するもんね～。	"$m0: ""Fullheal's wonderful, isn't it? It does wonders for your HP!"""		enemy.cureslime,hp,spell.fullheal	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages. The Japanese emphatic healing boast is retained without turning ばっちり into a quantified full-HP guarantee.
ally.dialogue.019.1	dialogue	19	1	$m0「あんまり<CR>$xべホマに　たよるのも<CR>$xどうかと　思わない？	"$m0: ""Don't you think relying too much on Fullheal might be a bad idea?"""		enemy.cureslime,spell.fullheal	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.019.2	dialogue	19	2	$m0「ふーむ。<CR>$xだいぶ　ケガしちゃったけど<CR>$xまだまだ　イケるかな。	"$m0: ""Hmm... I'm pretty battered, but perhaps I can still keep going."""		enemy.cureslime	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.019.3	dialogue	19	3	$m0「おっと。<CR>$x残りの体力が　半分だ。<CR>$xそろそろ　まずいかな？	"$m0: ""Whoops! I've only got half my HP left. Is it time to worry?"""		enemy.cureslime,hp	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.019.4	dialogue	19	4	$m0「そろそろ　マズい。<CR>$xだれか　こっちにも　ベホマ<CR>$xしてくれないかなっ。	"$m0: ""This is getting bad. Couldn't someone cast Fullheal on me too?"""		enemy.cureslime,spell.fullheal	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.019.5	dialogue	19	5	$m0「うわあ。<CR>$x残りの体力が　もうないよ！<CR>$xもう　ダメだあっ。	"$m0: ""Aaaah! I've hardly any HP left! I'm done for!"""		enemy.cureslime,hp	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.019.6	dialogue	19	6	$m0「うふふ。<CR>$xレベルが　上がっちゃった！	"$m0: ""Hee hee! I've gone up a level!"""		enemy.cureslime	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.019.7	dialogue	19	7	$m0「ボクは<CR>$xべホマばかり　かけてるから<CR>$xレベルが　上がりにくいよ～。	"$m0: ""I spend all my time casting Fullheal, so it's hard to level up!"""		enemy.cureslime,spell.fullheal	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.020.0	dialogue	20	0	$m0「チクチク。<CR>$xチクチクしていい……？	"$m0: ""Sting, sting. Can I sting you...?"""		enemy.man_o_war	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.020.1	dialogue	20	1	$m0「なに？<CR>$xキミも　チクチクしてほしい？<CR>$xマヒしちゃうけど。	"$m0: ""What? Would you like a sting too? It'll paralyse you, though."""		enemy.man_o_war	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.020.2	dialogue	20	2	$m0「あう。<CR>$xちょっと　ケガしちゃった。<CR>$xでも　まだチクチクするよ。	"$m0: ""Oof! I've got a little hurt. But I'll keep on stinging."""		enemy.man_o_war	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.020.3	dialogue	20	3	$m0「チクチク。<CR>$x体力が半分まで　へっちゃった。	"$m0: ""Sting, sting. My HP's down to half."""		enemy.man_o_war,hp	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.020.4	dialogue	20	4	$m0「うわーん。<CR>$xもう　やられちゃいそう。<CR>$xもっと　チクチクしたいのに。	"$m0: ""Waaah! I'm nearly finished. I wanted to sting some more!"""		enemy.man_o_war	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.020.5	dialogue	20	5	$m0「チクチク。<CR>$x残りの体力が　なくなるよ。<CR>$xチクチク……。	"$m0: ""Sting, sting. I'm running out of strength. Sting..."""		enemy.man_o_war	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.020.6	dialogue	20	6	$m0「レベルアップ！<CR>$xまだまだ　チクチクするよ！	"$m0: ""Level up! I'll keep on stinging!"""		enemy.man_o_war	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.020.7	dialogue	20	7	$m0「よっし。<CR>$xチクチクしまくった　おかげで<CR>$xレベルが　上がったよ！	"$m0: ""All right! All that stinging has made my level go up!"""		enemy.man_o_war	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.021.0	dialogue	21	0	$m0「ボクは<CR>$xとっても弱い　スライムだけど<CR>$xキミのために　戦うよ！	"$m0: ""I'm just a very weak Slime, but I'll fight for you!"""		enemy.slime	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.021.1	dialogue	21	1	$m0「仲間にしてくれて<CR>$xありがとう！	"$m0: ""Thanks for letting me join you!"""		enemy.slime	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.021.2	dialogue	21	2	$m0「ちょっと<CR>$xケガしてるけど　まだまだ<CR>$x戦えるよ！	"$m0: ""I'm a little hurt, but I can still fight!"""		enemy.slime	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.021.3	dialogue	21	3	$m0「まだ　体力は<CR>$x半分くらい　あるから<CR>$xじゅうぶん戦えるよ！	"$m0: ""I've still got about half my HP. That's plenty to keep fighting!"""		enemy.slime,hp	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.021.4	dialogue	21	4	$m0「うっ……。<CR>$x死んじゃったら　ゴメンね……。	"$m0: ""Ugh... Sorry if I die..."""		enemy.slime	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.021.5	dialogue	21	5	$m0「うわ～ん。<CR>$xもう体力が　すっからかんだよう。	"$m0: ""Waaah! I'm completely out of strength!"""		enemy.slime	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.021.6	dialogue	21	6	$m0「レベル上がって<CR>$xちょっとは　強くなったかなあ。	"$m0: ""Has going up a level made me a little stronger?"""		enemy.slime	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.021.7	dialogue	21	7	$m0「もっともっと<CR>$xレベルアップしたいな～。	"$m0: ""I want to go up lots and lots more levels!"""		enemy.slime	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.022.0	dialogue	22	0	$m0「ボクは<CR>$xただのスライムじゃないよ。<CR>$xスライムべスさ！	"$m0: ""I'm not just any old slime. I'm a She-slime!"""		enemy.she_slime	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages. Species name follows official She-slime; Japanese first-person boku is not a separate gender claim.
ally.dialogue.022.1	dialogue	22	1	$m0「この赤い身体は<CR>$xただのスライムとは　ちがうって<CR>$x証明さ！	"$m0: ""This red body's proof that I'm different from an ordinary slime!"""		enemy.she_slime	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages. Species name follows official She-slime; Japanese first-person boku is not a separate gender claim.
ally.dialogue.022.2	dialogue	22	2	$m0「ケガ？<CR>$xこんなの　たいしたことないよ。<CR>$xボクは　べスだからね！	"$m0: ""Hurt? These scratches are nothing! I'm a She-slime, after all!"""		enemy.she_slime	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages. Species name follows official She-slime; Japanese first-person boku is not a separate gender claim.
ally.dialogue.022.3	dialogue	22	3	$m0「むむ。<CR>$x体力が　半分になってしまった。<CR>$xでも　まだイケるもんね！	"$m0: ""Hmm. My HP's down to half. But I've still got plenty of fight in me!"""		enemy.she_slime,hp	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages. Species name follows official She-slime; Japanese first-person boku is not a separate gender claim.
ally.dialogue.022.4	dialogue	22	4	$m0「べスである<CR>$xこのボクが　こんなに<CR>$xダメージを　食らうとは……。	"$m0: ""To think a She-slime like me could take this much damage..."""		enemy.she_slime	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages. Species name follows official She-slime; Japanese first-person boku is not a separate gender claim.
ally.dialogue.022.5	dialogue	22	5	$m0「マズイ……。<CR>$x体力が　底をつきそうだ。<CR>$xこれ以上は……。	"$m0: ""This is bad... I'm nearly out of strength. I can't take much more..."""		enemy.she_slime	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages. Species name follows official She-slime; Japanese first-person boku is not a separate gender claim.
ally.dialogue.022.6	dialogue	22	6	$m0「ふふ。<CR>$xレベルが　上がったぞ。	"$m0: ""Heh heh. I've gone up a level."""		enemy.she_slime	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages. Species name follows official She-slime; Japanese first-person boku is not a separate gender claim.
ally.dialogue.022.7	dialogue	22	7	$m0「見てくれ。<CR>$xレベルが　上がったんだよ。<CR>$xまた　強くなったぜっ。	"$m0: ""Look! My level went up. I'm stronger again!"""		enemy.she_slime	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages. Species name follows official She-slime; Japanese first-person boku is not a separate gender claim.
ally.dialogue.023.0	dialogue	23	0	$m0「ボクのメタルボディ<CR>$xとても　キレイでしょ？	"$m0: ""My metal body is beautiful, isn't it?"""		enemy.metal_slime	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.023.1	dialogue	23	1	$m0「ふふっ　ボクに<CR>$xダメージを与えられるヤツは<CR>$xそうそう　いないよ！	"$m0: ""Heh! There aren't many who can put a dent in me!"""		enemy.metal_slime	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
